viscosity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,success
0.0002088,233.35,7747250.0,Liquid,34174,25772.16110513679,-90.17673382565893,-30.887806555331103,-3.714949236513823 m^-2 kg^-1 s^2 mol K,-2.455190824475463 m^-2 kg^-1 s^2 mol K,-13076.063330837234,-14715.637813742049,-7507.968154055536,-5868.393671150724,3.8801557848429115e-05,-0.7353457256022927,-30.177754462969844,-29.44240873736755,-12490.253507905207,-14169.628515151524,25413.618461892333,3.934898139355865e-05,590.454834693465,0.0016936096399636572,-0.0016542606585700985,-3.003515303134918e-08,1.9854086064845717e-05,2.6636858469680797e-05,1.3121463264057709e-05,1.3416310568354428,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.0002126,233.35,9414380.0,Liquid,34174,25854.44014968428,-90.36772956713976,-31.052300198950466,-3.7347332744214827 m^-2 kg^-1 s^2 mol K,-2.4682659932730706 m^-2 kg^-1 s^2 mol K,-13119.5732040805,-14695.622951274896,-7449.568699849808,-5873.518952655406,3.8678075959506376e-05,-0.7353457256022927,-30.177754462969844,-29.44240873736755,-12490.253507905207,-14169.628515151524,25413.618461892333,3.934898139355865e-05,590.454834693465,0.0016936096399636572,-0.0016542606585700985,-3.003515303134918e-08,1.9854086064845717e-05,2.6636858469680797e-05,1.3121463264057709e-05,1.3416310568354428,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.0002163,233.35,11179600.0,Liquid,34174,25939.120771222926,-90.56481586835257,-31.22219877732274,-3.755167376560727 m^-2 kg^-1 s^2 mol K,-2.4817707861745606 m^-2 kg^-1 s^2 mol K,-13164.263764738218,-14673.44982554535,-7387.749740857091,-5878.563680049957,3.85518078588619e-05,-0.7353457256022927,-30.177754462969844,-29.44240873736755,-12490.253507905207,-14169.628515151524,25413.618461892333,3.934898139355865e-05,590.454834693465,0.0016936096399636572,-0.0016542606585700985,-3.003515303134918e-08,1.9854086064845717e-05,2.6636858469680797e-05,1.3121463264057709e-05,1.3416310568354428,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.0002157,233.35,12846700.0,Liquid,34174,26016.9374011608,-90.74638853488557,-31.378865630472664,-3.7740100679462016 m^-2 kg^-1 s^2 mol K,-2.4942238239020567 m^-2 kg^-1 s^2 mol K,-13205.249042524312,-14651.646717040589,-7329.3884221697945,-5882.990747653518,3.843649944575655e-05,-0.7353457256022927,-30.177754462969844,-29.44240873736755,-12490.253507905207,-14169.628515151524,25413.618461892333,3.934898139355865e-05,590.454834693465,0.0016936096399636572,-0.0016542606585700985,-3.003515303134918e-08,1.9854086064845717e-05,2.6636858469680797e-05,1.3121463264057709e-05,1.3416310568354428,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.0001711,243.05,1569060.0,Liquid,34174,24594.20889333445,-86.17290164728263,-28.212234587744437,-3.3931518948858748 m^-2 kg^-1 s^2 mol K,-2.2425166181256198 m^-2 kg^-1 s^2 mol K,-12354.104990915259,-14311.137184700197,-7454.153568148913,-5497.121374363974,4.0659978303714465e-05,-0.981135894435526,-28.193052478717146,-27.21191658428162,-11809.416602478921,-13477.062238760756,24583.832489885182,4.067714016565325e-05,823.5409834227604,0.001214268652233735,-0.0011735915120680818,-3.026798367500305e-09,2.0617874783809233e-05,2.7184848263434205e-05,1.3626247296153087e-05,1.3185087477969297,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.0001719999999999,243.05,2059400.0,Liquid,34174,24628.280124389395,-86.24745866473276,-28.275281255845872,-3.400734666136031 m^-2 kg^-1 s^2 mol K,-2.247528032605929 m^-2 kg^-1 s^2 mol K,-12372.124059862592,-14309.33488069777,-7437.02777146443,-5499.8169506292525,4.0603728516539796e-05,-0.981135894435526,-28.193052478717146,-27.21191658428162,-11809.416602478921,-13477.062238760756,24583.832489885182,4.067714016565325e-05,823.5409834227604,0.001214268652233735,-0.0011735915120680818,-3.026798367500305e-09,2.0617874783809233e-05,2.7184848263434205e-05,1.3626247296153087e-05,1.3185087477969297,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.000178,243.05,3922660.0,Liquid,34174,24753.92208421306,-86.52307606144979,-28.508589983219366,-3.4287952562292627 m^-2 kg^-1 s^2 mol K,-2.2660731321322207 m^-2 kg^-1 s^2 mol K,-12438.498271847624,-14300.862209888206,-7371.849414466737,-5509.485476426156,4.0397638669055806e-05,-0.981135894435526,-28.193052478717146,-27.21191658428162,-11809.416602478921,-13477.062238760756,24583.832489885182,4.067714016565325e-05,823.5409834227604,0.001214268652233735,-0.0011735915120680818,-3.026798367500305e-09,2.0617874783809233e-05,2.7184848263434205e-05,1.3626247296153087e-05,1.3185087477969297,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.0001811,243.05,6178190.0,Liquid,34174,24898.608811941776,-86.84179513588879,-28.778852482642293,-3.4613003635145914 m^-2 kg^-1 s^2 mol K,-2.287555590188746 m^-2 kg^-1 s^2 mol K,-12514.7801934296,-14287.476388957308,-7292.776293051099,-5520.080097523392,4.01628865111686e-05,-0.981135894435526,-28.193052478717146,-27.21191658428162,-11809.416602478921,-13477.062238760756,24583.832489885182,4.067714016565325e-05,823.5409834227604,0.001214268652233735,-0.0011735915120680818,-3.026798367500305e-09,2.0617874783809233e-05,2.7184848263434205e-05,1.3626247296153087e-05,1.3185087477969297,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.0001875,243.05,8335650.0,Liquid,34174,25030.25174333187,-87.1330124405454,-29.026225695679955,-3.491052522421117 m^-2 kg^-1 s^2 mol K,-2.30721863883492 m^-2 kg^-1 s^2 mol K,-12584.02986807114,-14271.836988488982,-7217.012833153969,-5529.205712736126,3.995165571063035e-05,-0.981135894435526,-28.193052478717146,-27.21191658428162,-11809.416602478921,-13477.062238760756,24583.832489885182,4.067714016565325e-05,823.5409834227604,0.001214268652233735,-0.0011735915120680818,-3.026798367500305e-09,2.0617874783809233e-05,2.7184848263434205e-05,1.3626247296153087e-05,1.3185087477969297,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
0.0001913,243.05,10002800.0,Liquid,34174,25127.912082619427,-87.34981253571156,-29.210648438709004,-3.5132334800486604 m^-2 kg^-1 s^2 mol K,-2.321877919535167 m^-2 kg^-1 s^2 mol K,-12635.300308015043,-14258.055192751433,-7158.40708972321,-5535.65220498682,3.97963824734839e-05,-0.981135894435526,-28.193052478717146,-27.21191658428162,-11809.416602478921,-13477.062238760756,24583.832489885182,4.067714016565325e-05,823.5409834227604,0.001214268652233735,-0.0011735915120680818,-3.026798367500305e-09,2.0617874783809233e-05,2.7184848263434205e-05,1.3626247296153087e-05,1.3185087477969297,0.0440098,1.5131,3.1869e-10,163.333,8.31446261815324,1
