,A_res,E_res,G_res,H_res,M,R,V,V_vap_gas,V_vap_liq,dE_vap,dH_vap,dV_vap,dpressure,epsilon,eta_CE,eta_CE_ig,eta_CE_m,m,omega22,pressure,rho,rho_vap_gas,rho_vap_liq,s_res,s_res*,s_res**,s_res_vle_gas,s_res_vle_liq,s_total,s_vap,sigma,state,success,temperature,viscosity
889,-2513.365396145979,-5847.295673587179,-4296.162847326318,-7630.093124767519,0.0440962,8.31446261815324,0.00020396523238703522,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.381478204908741e-05,2.784910362662427e-05,1.1896511664626403e-05,2.0018290000000003,1.1694040940295507,8504200.0,4902.796365325857,4733.0018825192765,4733.0018825192765,-7.880867994925314,-0.9478505535305138 m^-2 kg^-1 s^2 mol K,-0.4734922680860921 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-10.9580339473596,0.0,3.618353e-10,G,1,423.041,2.3942000000000002e-05
890,-2513.1007257585943,-5846.84542940891,-4295.7287642235415,-7629.473467873856,0.0440962,8.31446261815324,0.00020398018692851662,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3815594419321167e-05,2.784966318232393e-05,1.1896917478626378e-05,2.0018290000000003,1.169387700007605,8505100.0,4902.436923201972,4733.0018825192765,4733.0018825192765,-7.880112664576289,-0.9477597081706013 m^-2 kg^-1 s^2 mol K,-0.4734468869072239 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-10.951880261061778,0.0,3.618353e-10,G,1,423.058,2.3952e-05
891,-2655.5312312486712,-6276.229739469236,-4464.393648826517,-8085.092157047082,0.0440962,8.31446261815324,0.00018844952750393516,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3814925409563418e-05,2.784920237256469e-05,1.189658327937272e-05,2.0018290000000003,1.1694012008696537,9066200.0,5306.460638268877,4733.0018825192765,4733.0018825192765,-8.558680676763089,-1.0293726810529689 m^-2 kg^-1 s^2 mol K,-0.5142160899122596 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-12.292836321916175,0.0,3.618353e-10,G,1,423.044,2.6229e-05
892,-2655.368177444815,-6276.037006255284,-4464.098859661134,-8084.767688471602,0.0440962,8.31446261815324,0.00018845403197140836,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3815594419321167e-05,2.784966318232393e-05,1.1896917478626378e-05,2.0018290000000003,1.169387700007605,9067300.0,5306.333802142884,4733.0018825192765,4733.0018825192765,-8.558327295100126,-1.0293301790081355 m^-2 kg^-1 s^2 mol K,-0.5141948583061468 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-12.288340514794172,0.0,3.618353e-10,G,1,423.058,2.6238999999999997e-05
893,-2790.472368791429,-6710.571459954433,-4606.72642239373,-8526.825513556734,0.0440962,8.31446261815324,0.00017493660779935272,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3815164342715805e-05,2.7849366948353997e-05,1.189670263679655e-05,2.0018290000000003,1.1693963790290662,9724500.0,5716.356413787166,4733.0018825192765,4733.0018825192765,-9.266300336752964,-1.1144797640344843 m^-2 kg^-1 s^2 mol K,-0.5567307517447715 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-13.61769795701395,0.0,3.618353e-10,G,1,423.049,2.8776e-05
894,-2790.3506540874737,-6710.484103583439,-4606.484702141195,-8526.618151637162,0.0440962,8.31446261815324,0.000174937621111571,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3815737777312782e-05,2.7849761926280353e-05,1.1896989092131634e-05,2.0018290000000003,1.1693848070837614,9725700.0,5716.323302248543,4733.0018825192765,4733.0018825192765,-9.266118714549357,-1.1144579199043283 m^-2 kg^-1 s^2 mol K,-0.5567198396587961 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-13.614087877020067,0.0,3.618353e-10,G,1,423.061,2.8771000000000003e-05
895,-2919.6399082418206,-7157.867820712664,-4722.065608464423,-8960.293520935267,0.0440962,8.31446261815324,0.0001629056651311587,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3814638688172983e-05,2.7849004880333724e-05,1.1896440049661075e-05,2.0018290000000003,1.1694069872311068,10527000.0,6138.521942713775,4733.0018825192765,4733.0018825192765,-10.018551318015977,-1.2049547611341884 m^-2 kg^-1 s^2 mol K,-0.6019269184002172 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-14.96547277686297,0.0,3.618353e-10,G,1,423.038,3.1596e-05
896,-2919.512563401598,-7157.724019911237,-4721.832657275777,-8960.044113785416,0.0440962,8.31446261815324,0.00016290812004277205,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.381511655618276e-05,2.7849334033273945e-05,1.1896678765360456e-05,2.0018290000000003,1.1693973433879266,10528000.0,6138.429439474514,4733.0018825192765,4733.0018825192765,-10.018275601136603,-1.2049216000157812 m^-2 kg^-1 s^2 mol K,-0.6019103529900811 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-14.962254831584923,0.0,3.618353e-10,G,1,423.048,3.1603e-05
897,-3043.1714768148054,-7624.893600637071,-4805.261243518602,-9386.983367340868,0.0440962,8.31446261815324,0.00015201008913828245,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3814734262164653e-05,2.7849070711232995e-05,1.189648779299563e-05,2.0018290000000003,1.1694050584254405,11547000.0,6578.510713787606,4733.0018825192765,4733.0018825192765,-10.830470224617684,-1.3026061601348908 m^-2 kg^-1 s^2 mol K,-0.6507080075945001 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-16.352391957960123,0.0,3.618353e-10,G,1,423.04,3.4764e-05
898,-3043.1297801870796,-7625.109848932207,-4805.065036172177,-9387.045104917304,0.0440962,8.31446261815324,0.00015200434276774018,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3815212129200153e-05,2.7849399863395156e-05,1.1896726508208318e-05,2.0018290000000003,1.1693954146748342,11549000.0,6578.759407736011,4733.0018825192765,4733.0018825192765,-10.830823942193895,-1.3026487025808018 m^-2 kg^-1 s^2 mol K,-0.6507292593826953 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-16.350243058528363,0.0,3.618353e-10,G,1,423.05,3.4763000000000006e-05
899,-3158.35233562624,-8110.350438211278,-4846.449630848473,-9798.447733433512,0.0440962,8.31446261815324,0.00014215823018164325,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.381741025482101e-05,2.7850913913237388e-05,1.1897824566844124e-05,2.0018290000000003,1.1693510593831224,12871000.0,7034.415093113117,4733.0018825192765,4733.0018825192765,-11.70419503513396,-1.4076911007549429 m^-2 kg^-1 s^2 mol K,-0.703202471717086 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-17.767462388095897,0.0,3.618353e-10,G,1,423.096,3.8266e-05
900,-3158.3801126770386,-8110.5680477336,-4846.4073632348045,-9798.595298291366,0.0440962,8.31446261815324,0.00014215391969061723,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3817505823161994e-05,2.785097973962431e-05,1.1897872307355919e-05,2.0018290000000003,1.169349131114302,12872000.0,7034.628395589743,4733.0018825192765,4733.0018825192765,-11.704588381548863,-1.4077384094546108 m^-2 kg^-1 s^2 mol K,-0.7032261044547814 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-17.767544479087956,0.0,3.618353e-10,G,1,423.098,3.8282e-05
901,-3268.8874678465927,-8637.419548314176,-4836.315041287648,-10204.84712175523,0.0440962,8.31446261815324,0.0001328624926015186,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.381683684068333e-05,2.7850518951648597e-05,1.1897538121729343e-05,2.0018290000000003,1.1693626293847312,14679000.0,7526.578648491878,4733.0018825192765,4733.0018825192765,-12.689045391618649,-1.5261413724940247 m^-2 kg^-1 s^2 mol K,-0.7623734956852081 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-19.317967077964,0.0,3.618353e-10,G,1,423.084,4.2354e-05
902,-3268.8294030023835,-8637.420262385695,-4836.172381453658,-10204.76324083697,0.0440962,8.31446261815324,0.00013286203652592367,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3817075764093156e-05,2.7850683519657953e-05,1.1897657474286341e-05,2.0018290000000003,1.1693578084697493,14680000.0,7526.604484983059,4733.0018825192765,4733.0018825192765,-12.68903436247057,-1.5261400459924113 m^-2 kg^-1 s^2 mol K,-0.76237283304039 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-19.316576159496865,0.0,3.618353e-10,G,1,423.089,4.2341999999999995e-05
903,-3364.5693061955435,-9173.391332769505,-4758.374933973145,-10567.196960547106,0.0440962,8.31446261815324,0.00012462311596575165,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3814925409563418e-05,2.784920237256469e-05,1.189658327937272e-05,2.0018290000000003,1.1694012008696537,17040000.0,8024.193523413549,4733.0018825192765,4733.0018825192765,-13.731011494251096,-1.6514610895323198 m^-2 kg^-1 s^2 mol K,-0.8249761041189431 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-20.903497599855786,0.0,3.618353e-10,G,1,423.044,4.6909e-05
904,-3364.3814463344543,-9173.337850989315,-4757.936272151321,-10566.892676806183,0.0440962,8.31446261815324,0.00012462272490135526,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3815594419321167e-05,2.784966318232393e-05,1.1896917478626378e-05,2.0018290000000003,1.169387700007605,17043000.0,8024.218703222441,4733.0018825192765,4733.0018825192765,-13.730874737399747,-1.65144464146374 m^-2 kg^-1 s^2 mol K,-0.8249678875986609 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-20.899443244563933,0.0,3.618353e-10,G,1,423.058,4.6935e-05
905,-3442.678046876875,-9719.034639275256,-4595.674318750512,-10872.030911148891,0.0440962,8.31446261815324,0.00011725120868014621,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3814829835961455e-05,2.784913654197665e-05,1.189653553623284e-05,2.0018290000000003,1.1694031296382899,20165000.0,8528.69672949757,4733.0018825192765,4733.0018825192765,-14.836249337886976,-1.7843906478687515 m^-2 kg^-1 s^2 mol K,-0.8913801567809994 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-22.51627647017157,0.0,3.618353e-10,G,1,423.042,5.2086e-05
906,-3442.4650710795395,-9718.906215061896,-4595.215181482301,-10871.656325464657,0.0440962,8.31446261815324,0.00011725174469370677,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3815498847083194e-05,2.7849597352825144e-05,1.1896869736167869e-05,2.0018290000000003,1.1693896286466419,20168000.0,8528.657740763432,4733.0018825192765,4733.0018825192765,-14.835958227710648,-1.7843556353622676 m^-2 kg^-1 s^2 mol K,-0.8913626665225988 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-22.512003656730695,0.0,3.618353e-10,G,1,423.056,5.208800000000001e-05
907,-3500.7169631278425,-10273.46556286253,-4329.652314901456,-11102.400914636142,0.0440962,8.31446261815324,0.00011061673034969011,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3815451060891134e-05,2.78495644380174e-05,1.1896845864902113e-05,2.0018290000000003,1.169390592973103,24305000.0,9040.223814595885,4733.0018825192765,4733.0018825192765,-16.00914443685735,-1.9254575036399897 m^-2 kg^-1 s^2 mol K,-0.9618491407807507 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-24.169805140575235,0.0,3.618353e-10,G,1,423.055,5.7981e-05
908,-3500.578832267318,-10273.476599101095,-4329.276471958834,-11102.174238792612,0.0440962,8.31446261815324,0.0001106159360455348,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.3815881134865976e-05,2.784986066988667e-05,1.1897060705417882e-05,2.0018290000000003,1.1693819142015716,24308000.0,9040.288730082728,4733.0018825192765,4733.0018825192765,-16.009156455840667,-1.9254589491914182 m^-2 kg^-1 s^2 mol K,-0.9618498628960905 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-24.16734164759451,0.0,3.618353e-10,G,1,423.064,5.794899999999999e-05
909,-3534.593674631686,-10824.574220195253,-3944.173694555799,-11234.154240119364,0.0440962,8.31446261815324,0.00010471731106531944,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.381731468628518e-05,2.785084808669489e-05,1.1897776826234996e-05,2.0018290000000003,1.1693529876704511,29682000.0,9549.519461746213,4733.0018825192765,4733.0018825192765,-17.23016763547478,-2.07231283929951 m^-2 kg^-1 s^2 mol K,-1.0352097203604853 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-25.835532447392055,0.0,3.618353e-10,G,1,423.094,6.463500000000001e-05
910,-3534.5677883525364,-10824.77610976382,-3943.915379864012,-11234.123701275295,0.0440962,8.31446261815324,0.00010471511822060571,0.00021128240064585,0.00021128240064585,0.0,0.0,0.0,0.0,208.1101,2.381741025482101e-05,2.7850913913237388e-05,1.1897824566844124e-05,2.0018290000000003,1.1693510593831224,29685000.0,9549.71943872782,4733.0018825192765,4733.0018825192765,-17.2306245424473,-2.07236779257713 m^-2 kg^-1 s^2 mol K,-1.035237171894867 m^-2 kg^-1 s^2 mol K,-8.111396514644206,-8.111396514644206,-25.835600096879197,0.0,3.618353e-10,G,1,423.096,6.466e-05
911,-43.803432822429336,-76.84990462756959,-87.50732222009313,-120.55379402523339,0.0440962,8.31446261815324,0.022346749537514046,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,101325.0,44.74923739227824,264.0205458883657,11847.528428364056,-0.11904898136541626,-0.014318301354256222 m^-2 kg^-1 s^2 mol K,-7.152609615634612e-3 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-7.464245819190217,-27.68746410350433,3.618353e-10,G,1,277.5871866026756,7.2000000000000005e-06
912,-7026.230368095253,-14911.72501962747,-9276.100065584604,-17161.59471711682,0.0440962,8.31446261815324,8.435086398879197e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,689010.0,11855.243120365358,264.0205458883657,11847.528428364056,-28.40727177662966,-3.4166094769140134 m^-2 kg^-1 s^2 mol K,-1.7067439211411228 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-82.1426062406635,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.00012080000000000001
913,-7032.93531078252,-14953.973430234357,-9224.951577851396,-17145.989697303234,0.0440962,8.31446261815324,8.409660841564778e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,1379033.25,11891.085964578933,264.0205458883657,11847.528428364056,-28.535316115976247,-3.4320096711571173 m^-2 kg^-1 s^2 mol K,-1.7144369829576436 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-82.29575039342532,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001224
914,-7039.276147695369,-14995.024143864852,-9173.858002412526,-17129.60599858201,0.0440962,8.31446261815324,8.385048599400236e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,2068043.2500000002,11925.989314737279,264.0205458883657,11847.528428364056,-28.660357466560374,-3.447048688869593 m^-2 kg^-1 s^2 mol K,-1.7219496215059291 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-82.44516105086052,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001238
915,-7045.292564081325,-15035.062497588893,-9122.67534297846,-17112.44527648603,0.0440962,8.31446261815324,8.361129341483859e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,2758066.5,11960.106812825943,264.0205458883657,11847.528428364056,-28.78292053495872,-3.461789637747125 m^-2 kg^-1 s^2 mol K,-1.7293133618041923 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-82.59147591644484,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001252
916,-7050.985997113632,-15074.029689056048,-9071.559462077385,-17094.6031540198,0.0440962,8.31446261815324,8.337929875432961e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,3447076.500000001,11993.38462831667,264.0205458883657,11847.528428364056,-28.902788309988523,-3.476206417343691 m^-2 kg^-1 s^2 mol K,-1.7365151655529472 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-82.73444573750409,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001265
917,-7056.390670243895,-15112.0942007446,-9020.364950033972,-17076.068480534675,0.0440962,8.31446261815324,8.315342323960223e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,4137099.7500000005,12025.963105794845,264.0205458883657,11847.528428364056,-29.020444456001613,-3.4903571991099365 m^-2 kg^-1 s^2 mol K,-1.7435840919029229 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-82.87465642598455,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.00012770000000000001
918,-7066.363781740906,-15185.482364245298,-8918.057777615091,-17037.17636011948,0.0440962,8.31446261815324,8.271995805976617e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,5516133.0,12088.980984220132,264.0205458883657,11847.528428364056,-29.248895389849846,-3.5178335309355733 m^-2 kg^-1 s^2 mol K,-1.7573097057418854 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-83.14656265337965,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001303
919,-7075.32495509281,-15255.57698782657,-8815.783500538784,-16996.035533272538,0.0440962,8.31446261815324,8.23083476544656e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,6895166.25,12149.43597456297,264.0205458883657,11847.528428364056,-29.469126917744084,-3.5443212954500716 m^-2 kg^-1 s^2 mol K,-1.770541487534685 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-83.4082698106819,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001326
920,-7085.247333332432,-15339.003293301455,-8688.04137036815,-16941.797330337173,0.0440962,8.31446261815324,8.182137457555589e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,8618704.5,12221.745298064812,264.0205458883657,11847.528428364056,-29.73392273967975,-3.5761689125597482 m^-2 kg^-1 s^2 mol K,-1.7864507470716768 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-83.72240381812962,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001356
921,-7093.897223515407,-15418.244321655651,-8560.423737325158,-16884.7708354654,0.0440962,8.31446261815324,8.13616343008892e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,10342242.75,12290.805225246944,264.0205458883657,11847.528428364056,-29.988225321276428,-3.6067544829418257 m^-2 kg^-1 s^2 mol K,-1.801729559788486 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-84.02355568222973,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001385999999999
922,-7101.407608525759,-15493.716456910985,-8432.95847055365,-16825.267318938873,0.0440962,8.31446261815324,8.092616833161525e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,12065781.0,12356.942391023005,264.0205458883657,11847.528428364056,-30.233055607129142,-3.636200798007115 m^-2 kg^-1 s^2 mol K,-1.8164392652954446 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-84.31300637890806,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001415
923,-7107.8910501466335,-15565.77355582549,-8305.66698794757,-16763.54949362643,0.0440962,8.31446261815324,8.051248421747466e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,13789319.25,12420.434044723677,264.0205458883657,11847.528428364056,-30.469282855570146,-3.664612405502378 m^-2 kg^-1 s^2 mol K,-1.8306320897051533 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-84.59184509092232,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001443
924,-7118.400409595667,-15704.618251300883,-8044.2137217193285,-16630.431563424547,0.0440962,8.31446261815324,7.972068497888625e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,17337720.75,12543.795882647604,264.0205458883657,11847.528428364056,-30.931607279103616,-3.7202172527145194 m^-2 kg^-1 s^2 mol K,-1.858409111225044 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-85.13634274725615,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.00015
925,-7125.29561532804,-15825.386828980181,-7798.441185691835,-16498.532399343978,0.0440962,8.31446261815324,7.903714675051926e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,20684485.5,12652.278594475327,264.0205458883657,11847.528428364056,-31.341832885481914,-3.7695560524924674 m^-2 kg^-1 s^2 mol K,-1.8830559715602415 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-85.61816530232565,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001554
926,-7132.049704185255,-16048.697652369274,-7294.8610538721105,-16211.50900205613,0.0440962,8.31446261815324,7.778400433362252e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,27578638.5,12856.113651733729,264.0205458883657,11847.528428364056,-32.12197240554501,-3.863385269832358 m^-2 kg^-1 s^2 mol K,-1.9299277160198784 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-86.53118775926396,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.00016600000000000002
927,-7130.883332160711,-16244.569118637819,-6794.940135200066,-15908.625921677176,0.0440962,8.31446261815324,7.669392753194523e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,34473804.75,13038.841955035765,264.0205458883657,11847.528428364056,-32.831795653168896,-3.9487573834881586 m^-2 kg^-1 s^2 mol K,-1.9725747721149798 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-87.35835531813468,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001763
928,-7123.580547620988,-16418.771487232945,-6298.801995675415,-15593.992935287371,0.0440962,8.31446261815324,7.572930859106365e-05,0.0037875840178848213,8.440579029174638e-05,-14454.87568228763,-16464.92103268927,-0.003703178227593075,-9.42964106798172e-08,208.1101,1.6311399973198317e-05,2.2558992444020204e-05,8.14824841342508e-06,2.0018290000000003,1.3830200032546238,41367957.75,13204.927109528686,264.0205458883657,11847.528428364056,-33.485662841190965,-4.027399530076738 m^-2 kg^-1 s^2 mol K,-2.011859919142313 m^-2 kg^-1 s^2 mol K,-0.6922958994334226,-28.37976000293775,-88.11746099083662,-27.68746410350433,3.618353e-10,L,1,277.5871866026756,0.0001863
929,-35.61429227356921,-64.49600305955678,-71.1580211882758,-100.03973197426335,0.0440962,8.31446261815324,0.025161699636850113,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,101325.0,39.74294322055526,634.882304851305,10686.531985087213,-0.09289399862324359,-0.011172579983753256 m^-2 kg^-1 s^2 mol K,-5.581185997282113e-3 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,3.980452213503836,-21.690381118876243,3.618353e-10,G,1,310.910405559406,8.47e-06
930,-261.9572962531606,-474.0743477891792,-520.0266221829828,-732.1436737190016,0.0440962,8.31446261815324,0.0033772856978690037,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,689010.0,296.095767269846,634.882304851305,10686.531985087213,-0.6822449417682459,-0.08205520586245442 m^-2 kg^-1 s^2 mol K,-0.04099011746880198 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-13.306423635175175,-21.690381118876243,3.618353e-10,G,1,310.910405559406,8.580000000000001e-06
