,A_res,E_res,G_res,H_res,M,R,V,V_vap_gas,V_vap_liq,dE_vap,dH_vap,dV_vap,dpressure,epsilon,eta_CE,eta_CE_ig,eta_CE_m,m,omega22,pressure,rho,rho_vap_gas,rho_vap_liq,s_res,s_res*,s_res**,s_res_vle_gas,s_res_vle_liq,s_total,s_vap,sigma,state,success,temperature,viscosity
931,-5923.60936235824,-13120.853786485675,-8379.708901033377,-15576.953325160814,0.0440962,8.31446261815324,9.351000488451198e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,1379033.25,10694.04285921099,634.882304851305,10686.531985087213,-23.148933890384864,-2.784176795724962 m^-2 kg^-1 s^2 mol K,-1.390816496176727 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-65.59508773291773,-21.690381118876243,3.618353e-10,L,1,310.910405559406,8.460000000000001e-05
932,-5938.321426044828,-13198.05299246542,-8331.161439730524,-15590.89300615112,0.0440962,8.31446261815324,9.294434772233953e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,2068043.2500000002,10759.126558049384,634.882304851305,10686.531985087213,-23.34991507716994,-2.808349276378885 m^-2 kg^-1 s^2 mol K,-1.4028916937355211 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-65.84651718966933,-21.690381118876243,3.618353e-10,L,1,310.910405559406,8.630000000000002e-05
933,-5951.880626086397,-13271.407368340693,-8282.054398305892,-15601.581140560187,0.0440962,8.31446261815324,9.241226504112938e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,2758066.5,10821.074448883337,634.882304851305,10686.531985087213,-23.542237928912755,-2.831480398686526 m^-2 kg^-1 s^2 mol K,-1.4144466878472266 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-66.08657498486424,-21.690381118876243,3.618353e-10,L,1,310.910405559406,8.8e-05
934,-5964.380985317904,-13341.13357231939,-8232.608835421752,-15609.361422423237,0.0440962,8.31446261815324,9.191124551912415e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,3447076.500000001,10880.061458768156,634.882304851305,10686.531985087213,-23.726296885203485,-2.8536176028263185 m^-2 kg^-1 s^2 mol K,-1.4255051769288576 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-66.31583401718765,-21.690381118876243,3.618353e-10,L,1,310.910405559406,8.930000000000002e-05
935,-5975.970823574162,-13407.79817061594,-8182.742113193775,-15614.569460235552,0.0440962,8.31446261815324,9.143643563317909e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,4137099.7500000005,10936.559294718778,634.882304851305,10686.531985087213,-23.90343717724742,-2.874922682923399 m^-2 kg^-1 s^2 mol K,-1.4361479841302123 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-66.53603782492786,-21.690381118876243,3.618353e-10,L,1,310.910405559406,9.08e-05
936,-5996.7094007210535,-13532.717590147151,-8082.235545131543,-15618.24373455764,0.0440962,8.31446261815324,9.055742495839986e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,5516133.0,11042.716822605971,634.882304851305,10686.531985087213,-24.238520341147556,-2.915223924180836 m^-2 kg^-1 s^2 mol K,-1.4562801938531391 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-66.9514375248255,-21.690381118876243,3.618353e-10,L,1,310.910405559406,9.36e-05
937,-6014.6941293313985,-13648.11932194782,-7980.855545444871,-15614.28073806129,0.0440962,8.31446261815324,8.975730331448924e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,6895166.25,11141.154681265622,634.882304851305,10686.531985087213,-24.551848558693194,-2.952908646806389 m^-2 kg^-1 s^2 mol K,-1.4751053395701574 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-67.33855478030507,-21.690381118876243,3.618353e-10,L,1,310.910405559406,9.61e-05
938,-6033.969680169051,-13781.173525077358,-7853.26547533542,-15600.469320243728,0.0440962,8.31446261815324,8.884828914278124e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,8618704.5,11255.140753391177,634.882304851305,10686.531985087213,-24.917801740887825,-2.9969226978643175 m^-2 kg^-1 s^2 mol K,-1.4970922580621606 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-67.78914170218528,-21.690381118876243,3.618353e-10,L,1,310.910405559406,9.94e-05
939,-6050.286676269927,-13903.796197015932,-7724.987592079704,-15578.497112825706,0.0440962,8.31446261815324,8.802269012770661e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,10342242.75,11360.70709210503,634.882304851305,10686.531985087213,-25.259719135535413,-3.0380459081486557 m^-2 kg^-1 s^2 mol K,-1.5176350767965971 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-68.20868021966736,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.0001023
940,-6064.131505448004,-14017.611846499194,-7596.248824278029,-15549.729165329221,0.0440962,8.31446261815324,8.72662636416588e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,12065781.0,11459.182028307034,634.882304851305,10686.531985087213,-25.581261350004937,-3.0767185475285586 m^-2 kg^-1 s^2 mol K,-1.5369537295785793 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-68.60198187643256,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.00010520000000000001
941,-6075.876980504408,-14123.874876580518,-7467.213706923502,-15515.211602999614,0.0440962,8.31446261815324,8.656817617733006e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,13789319.25,11551.589096107973,634.882304851305,10686.531985087213,-25.885263896509795,-3.113281649735684 m^-2 kg^-1 s^2 mol K,-1.5552185774787375 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-68.97276351842474,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.0001078
942,-6094.628892197616,-14322.873947191089,-7201.109983008217,-15429.355038001688,0.0440962,8.31446261815324,8.528063608406825e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,17337720.75,11725.991337754756,634.882304851305,10686.531985087213,-26.46500376913661,-3.1830083295286813 m^-2 kg^-1 s^2 mol K,-1.59005006398083 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-69.67709435156443,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.00011310000000000001
943,-6106.928021108397,-14490.662485577996,-6950.068422929453,-15333.802887399052,0.0440962,8.31446261815324,8.421348178070485e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,20684485.5,11874.583247894185,634.882304851305,10686.531985087213,-26.965113790209607,-3.243157739543598 m^-2 kg^-1 s^2 mol K,-1.6200972907993627 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-70.2819033665642,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.0001179
944,-6120.06138963795,-14790.262961675779,-6434.154804810753,-15104.356376848582,0.0440962,8.31446261815324,8.234487461901894e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,27578638.5,12144.04666503716,634.882304851305,10686.531985087213,-27.886495327932032,-3.353974466978362 m^-2 kg^-1 s^2 mol K,-1.6754550298643698 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-71.38985154205331,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.00012759999999999998
945,-6121.245033373473,-15043.725043198276,-5920.976848396906,-14843.456858221713,0.0440962,8.31446261815324,8.079529224563233e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,34473804.75,12376.958758436305,634.882304851305,10686.531985087213,-28.697913772847258,-3.451565674273423 m^-2 kg^-1 s^2 mol K,-1.724206050703343 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-72.35922412485172,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.00013680000000000002
946,-6113.866279645931,-15263.144537672515,-5411.314600927223,-14560.592858953813,0.0440962,8.31446261815324,7.947224862308465e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,41367957.75,12583.008752435448,634.882304851305,10686.531985087213,-29.427378738143975,-3.5393001435708196 m^-2 kg^-1 s^2 mol K,-1.7680332054190537 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-73.22596762552497,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.0001452
947,-6100.0431651058225,-15456.354772540792,-4905.224575925956,-14261.536183360924,0.0440962,8.31446261815324,7.831800390290544e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,48263124.0,12768.45616800637,634.882304851305,10686.531985087213,-30.093272660336375,-3.619388773801537 m^-2 kg^-1 s^2 mol K,-1.8080409334671126 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-74.01350525646787,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.0001535
948,-6081.195408037185,-15628.616501115233,-4402.797915858791,-13950.219008936843,0.0440962,8.31446261815324,7.729482580901683e-05,0.001575095088268697,9.357572703618676e-05,-12113.447284643555,-14042.14490947506,-0.0014815193612325102,-5.8906152844429016e-08,208.1101,1.813755350935766e-05,2.3874683324739998e-05,9.060490935718115e-06,2.0018290000000003,1.3163122199707031,55158290.250000015,12937.476597344825,634.882304851305,10686.531985087213,-30.70794969341678,-3.693317428160793 m^-2 kg^-1 s^2 mol K,-1.8449714876549357 m^-2 kg^-1 s^2 mol K,-1.4354299580453984,-23.12581107692164,-74.737521585391,-21.690381118876243,3.618353e-10,L,1,310.910405559406,0.0001608
949,-29.422382148380386,-55.263321955789785,-58.79243380325896,-84.63337361066836,0.0440962,8.31446261815324,0.027957054999603173,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,101325.0,35.76914664345705,1434.6411548162432,9032.978308681775,-0.07506800184016234,-9.028605369668015e-3 m^-2 kg^-1 s^2 mol K,-4.510178126936923e-3 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,14.958097232180492,-14.690659432042256,3.618353e-10,G,1,344.2337503858291,9.35e-06
950,-211.2044841531406,-396.82795328018403,-419.66819042197204,-605.2916595490154,0.0440962,8.31446261815324,0.003851402654853831,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,689010.0,259.645664090646,1434.6411548162432,9032.978308681775,-0.5392366928547541,-0.06485526697509239 m^-2 kg^-1 s^2 mol K,-0.03239800551150592 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-1.9872667773516806,-14.690659432042256,3.618353e-10,G,1,344.2337503858291,9.53e-06
951,-456.6428806525601,-858.4206863427956,-900.1933558083114,-1301.9711614985467,0.0440962,8.31446261815324,0.0017538142567149254,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,1379033.25,570.1858085434332,1434.6411548162432,9032.978308681775,-1.1671656403240793,-0.14037776028672835 m^-2 kg^-1 s^2 mol K,-0.07012475105852115 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-9.155721319693065,-14.690659432042256,3.618353e-10,G,1,344.2337503858291,9.790000000000001e-06
952,-758.3575127920685,-1426.8253342999878,-1479.6758718534804,-2148.1436933613995,0.0440962,8.31446261815324,0.0010351815855051665,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,2068043.2500000002,966.0140926019294,1434.6411548162432,9032.978308681775,-1.9419008762466703,-0.2335569916457203 m^-2 kg^-1 s^2 mol K,-0.11667179946225191 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-14.313975402687344,-14.690659432042256,3.618353e-10,G,1,344.2337503858291,1.025e-05
953,-4825.2094313573025,-10882.092791840638,-7383.047991808481,-13439.931352291818,0.0440962,8.31446261815324,0.00011032369561737782,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,2758066.5,9064.235877922161,1434.6411548162432,9032.978308681775,-17.59526296795294,-2.1162237147517655 m^-2 kg^-1 s^2 mol K,-1.0571450981835937 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-48.5826992909946,-14.690659432042256,3.618353e-10,L,1,344.2337503858291,5.6900000000000014e-05
954,-4871.924341889558,-11078.532981286715,-7360.721954496084,-13567.330593893243,0.0440962,8.31446261815324,0.0001083007693281969,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,3447076.500000001,9233.54474952601,1434.6411548162432,9032.978308681775,-18.03021531863327,-2.1685364582994584 m^-2 kg^-1 s^2 mol K,-1.0832775718103085 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-49.17152303072904,-14.690659432042256,3.618353e-10,L,1,344.2337503858291,5.97e-05
955,-4910.466065763155,-11248.157384198932,-7331.510909196316,-13669.202227632093,0.0440962,8.31446261815324,0.00010661425460106966,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,4137099.7500000005,9379.608793794137,1434.6411548162432,9032.978308681775,-18.411010864949393,-2.21433563544468 m^-2 kg^-1 s^2 mol K,-1.1061562378428327 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-49.68281435390642,-14.690659432042256,3.618353e-10,L,1,344.2337503858291,6.21e-05
956,-4971.250451096661,-11532.810137244425,-7260.241352763022,-13821.801038910786,0.0440962,8.31446261815324,0.00010390027720928706,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,5516133.0,9624.613397187506,1434.6411548162432,9032.978308681775,-19.061349094309726,-2.292553345864164 m^-2 kg^-1 s^2 mol K,-1.1452293606817383 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-50.54754646540331,-14.690659432042256,3.618353e-10,L,1,344.2337503858291,6.62e-05
957,-5017.764439073369,-11768.784175887777,-7178.284867208318,-13929.304604022727,0.0440962,8.31446261815324,0.00010175218347414214,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,6895166.25,9827.798931254638,1434.6411548162432,9032.978308681775,-19.6117310671822,-2.3587490819145978 m^-2 kg^-1 s^2 mol K,-1.1782969883614423 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-51.2716282285206,-14.690659432042256,3.618353e-10,L,1,344.2337503858291,6.910000000000001e-05
958,-5062.928403269274,-12018.445758101945,-7066.87308073466,-14022.390435567331,0.0440962,8.31446261815324,9.957110979083846e-05,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,8618704.5,10043.073760055751,1434.6411548162432,9032.978308681775,-20.205797214935153,-2.430198816556006 m^-2 kg^-1 s^2 mol K,-1.2139892151407565 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-52.04585400744344,-14.690659432042256,3.618353e-10,L,1,344.2337503858291,7.27e-05
959,-5098.191635300821,-12232.799965748702,-6949.174309362094,-14083.782639809973,0.0440962,8.31446261815324,9.776757323051527e-05,0.0006970384173372508,0.0001107054579151242,-8773.542339907131,-10323.225759605537,-0.0005863329594221266,-5.122274160385132e-08,208.1101,1.9893992801073408e-05,2.512156639989248e-05,9.937908183502888e-06,2.0018290000000003,1.2627714632799614,10342242.75,10228.34020480606,1434.6411548162432,9032.978308681775,-20.726056996012634,-2.492771685660207 m^-2 kg^-1 s^2 mol K,-1.2452470643897189 m^-2 kg^-1 s^2 mol K,-2.8250577268040544,-17.51571715884631,-52.71809468359124,-14.690659432042256,3.618353e-10,L,1,344.2337503858291,7.63e-05
