thermal_conductivity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,dp_drho_npt,dp_drho_nvt,dp_drho_tot,speed_of_sound,success
0.18,141.38,26044000.0,Liquid,51298,12837.625992626188,-195.79331407285042,-74.66286174707045,-8.979878216549626 m^-2 kg^-1 s^2 mol K,-3.8514033866002046 m^-2 kg^-1 s^2 mol K,-27959.767160525502,-27106.541881917467,-16550.706488116648,-17403.931766724683,7.789602225321026e-05,135.95866218564015,107.64258334727498,-2.072529309236271e-05,-71.86966341144067,-71.86964268614757,-27560.945936984455,-28736.440036299602,12562.344944450366,7.960297256777426e-05,0.00172284495581093,580.4352832953025,-580.4352036923299,-6.630761362202975e-08,8.688953588945987e-06,1.7594991163827128e-05,3.7266279643753163e-06,2.024983904415294,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97507.93634869214,99833.69287417621,101009.19159913072,1481.5551479518615,1
0.1753,141.54,5472000.0,Liquid,51298,12620.382917955567,-193.31264429228145,-72.41339678860201,-8.709329768408539 m^-2 kg^-1 s^2 mol K,-3.735367157123322 m^-2 kg^-1 s^2 mol K,-27642.29625223805,-28385.540982750113,-18136.148801291387,-17392.90407077932,7.92368984761355e-05,135.77638084371407,107.71560398394986,-2.1240839081477294e-05,-71.80741133561096,-71.80739009477189,-27551.857526916232,-28728.68181920742,12559.332902247841,7.962206335186978e-05,0.001769110505992959,565.2558144968588,-565.2557348747954,-5.15723290739345e-08,8.698942863417726e-06,1.7604944490129518e-05,3.7309122903541733e-06,2.023802750120917,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,90862.50805543103,89845.42639378941,91022.25543276283,1404.9879156665195,1
0.1734,141.54,238000.0,Liquid,51298,12562.028052300568,-192.69472548998468,-71.83401204232644,-8.639645800498142 m^-2 kg^-1 s^2 mol K,-3.705480218399897 m^-2 kg^-1 s^2 mol K,-27555.88065870403,-28713.763712283282,-18546.3776478124,-17388.49459423315,7.96049806477596e-05,135.7747422368575,107.72564036607871,-2.1240839081477294e-05,-71.80741133561096,-71.80739009477189,-27551.857526916232,-28728.68181920742,12559.332902247841,7.962206335186978e-05,0.001769110505992959,565.2558144968588,-565.2557348747954,-5.15723290739345e-08,8.698942863417726e-06,1.7604944490129518e-05,3.7309122903541733e-06,2.023802750120917,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88366.71849214219,87190.19446804406,88367.02350701747,1384.2707861693982,1
0.1771,141.55,12114000.0,Liquid,51298,12691.875255933961,-194.0709393221649,-73.13030432666116,-8.795553926358796 m^-2 kg^-1 s^2 mol K,-3.772348061087515 m^-2 kg^-1 s^2 mol K,-27746.505832443985,-27968.949132941707,-17617.35455550282,-17394.9112550051,7.879056324103562e-05,135.81601675779416,107.7068155007282,-2.127343670811742e-05,-71.80352309213885,-71.80350181870214,-27551.289517259946,-28728.196946518503,12559.144695289933,7.962325654031447e-05,0.0017720389751052332,564.3216735346437,-564.3215939113871,-6.309451450192682e-08,8.699567259057802e-06,1.7605566386185323e-05,3.7311800890285844e-06,2.0237289812151045,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93539.65300163228,93136.80948815504,94313.72167175463,1430.4323787314972,1
0.1807,141.58,26062000.0,Liquid,51298,12834.190302970615,-195.6030560116048,-74.58644681918085,-8.970687613211922 m^-2 kg^-1 s^2 mol K,-3.8474616047668504 m^-2 kg^-1 s^2 mol K,-27949.18439262044,-27095.67641702206,-16535.727276362435,-17389.235251960814,7.791687487823357e-05,136.0113434688449,107.69649030267698,-2.13714971077402e-05,-71.79186013323778,-71.79183876174066,-27549.585499639605,-28726.742339733562,12558.580106640495,7.962683611591077e-05,0.001780850639594145,561.5294049746359,-561.5293253477997,4.5837564677242426e-07,8.701440492733384e-06,1.760743194256018e-05,3.7319835051048443e-06,2.0235077120005855,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97470.5123952548,99796.36933956064,100973.53095703878,1481.2097108820974,1
0.1796,141.58,19297000.0,Liquid,51298,12766.114500221358,-194.85411220468015,-73.8817224116466,-8.88592874906169 m^-2 kg^-1 s^2 mol K,-3.8111091544818376 m^-2 kg^-1 s^2 mol K,-27852.562123717023,-27518.14400409776,-17057.969745056835,-17392.387864676097,7.833236964799748e-05,135.90320715288843,107.70430238526947,-2.13714971077402e-05,-71.79186013323778,-71.79183876174066,-27549.585499639605,-28726.742339733562,12558.580106640495,7.962683611591077e-05,0.001780850639594145,561.5294049746359,-561.5293253477997,4.5837564677242426e-07,8.701440492733384e-06,1.760743194256018e-05,3.7319835051048443e-06,2.0235077120005855,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,95839.2664527546,96603.10704574472,97780.26866322284,1456.9677166201375,1
0.1769,141.59,12089000.0,Liquid,51298,12690.873526056528,-194.02970531564634,-73.1120431723696,-8.79335761432635 m^-2 kg^-1 s^2 mol K,-3.7714060790922357 m^-2 kg^-1 s^2 mol K,-27743.90295550835,-27968.573414891976,-17616.639222116166,-17391.96876273254,7.879678242374959e-05,135.82634956268694,107.71696643920323,-2.140427325804752e-05,-71.78797307068055,-71.7879516664073,-27549.017497555156,-28726.25747457202,12558.391921163773,7.962802931120269e-05,0.0017837966327298033,560.6020224792479,-560.6019428512186,1.7594483203708933e-07,8.70206491955836e-06,1.7608053750762045e-05,3.7322513171542288e-06,2.0234339680903775,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93520.293717432,93113.82987652018,94291.07463862449,1430.2476371929383,1
0.1744,141.7,5467000.0,Liquid,51298,12617.348614019154,-193.1586376909157,-72.35064042915931,-8.701781913264458 m^-2 kg^-1 s^2 mol K,-3.732129937846795 m^-2 kg^-1 s^2 mol K,-27633.22978363669,-28378.09683669796,-18126.011087886083,-17381.144034824814,7.925595389263467e-05,135.81871213399614,107.7547482466773,-2.1767776909180476e-05,-71.745234856653,-71.74521308887608,-27542.769600269363,-28720.92408269843,12556.322235164553,7.964115457306873e-05,0.001816493936234234,550.5110587228801,-550.5109790817255,1.6989518103471823e-07,8.708934130868066e-06,1.7614892192288e-05,3.73519747110682e-06,2.022623196776002,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,90815.71704158343,89796.90983115374,90975.06918414606,1404.587444332218,1
0.1734,141.7,238000.0,Liquid,51298,12559.018825056964,-192.54130531836037,-71.77183479949365,-8.63216759707258 m^-2 kg^-1 s^2 mol K,-3.7022728722305676 m^-2 kg^-1 s^2 mol K,-27546.797556267196,-28706.006384276992,-18535.937393188746,-17376.72856517895,7.962405454834281e-05,135.81728668210235,107.76372316891529,-2.1767776909180476e-05,-71.745234856653,-71.74521308887608,-27542.769600269363,-28720.92408269843,12556.322235164553,7.964115457306873e-05,0.001816493936234234,550.5110587228801,-550.5109790817255,1.6989518103471823e-07,8.708934130868066e-06,1.7614892192288e-05,3.73519747110682e-06,2.022623196776002,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88319.60233374037,87141.74779723678,88319.90715022909,1383.873911056735,1
0.1782,141.72,19290000.0,Liquid,51298,12763.492749423744,-194.71899140974915,-73.82639582555218,-8.87927449025564 m^-2 kg^-1 s^2 mol K,-3.808255192069106 m^-2 kg^-1 s^2 mol K,-27844.79365533291,-27511.777505898244,-17049.10068950099,-17382.116838935654,7.834845991079901e-05,135.93982109036338,107.7409214309661,-2.1834455932267297e-05,-71.73746810636091,-71.73744627190497,-27541.633643803954,-28719.95439979783,12555.945998363972,7.964354100681057e-05,0.0018224966470704166,548.6978544555657,-548.6977748120247,3.4633361956082354e-08,8.710183180324978e-06,1.7616135260084778e-05,3.7357331791857465e-06,2.0224758647874403,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,95804.8457325469,96564.99442149414,97743.3200637388,1456.6410224551403,1
0.1801,141.73,26068000.0,Liquid,51298,12831.541221635993,-195.45966918863573,-74.52843902041471,-8.963710878643475 m^-2 kg^-1 s^2 mol K,-3.844469334883412 m^-2 kg^-1 s^2 mol K,-27941.143450706208,-27087.995813470647,-16525.08015110727,-17378.227788342832,7.793296087564626e-05,136.0506512269281,107.73691891603693,-2.1867863599726266e-05,-71.73358517340876,-71.73356330554516,-27541.06566845247,-28719.469561211754,12555.757888007594,7.964473422628928e-05,0.001825504706540896,547.7937122906001,-547.7936326458658,-2.3266373005981222e-07,8.710807716846654e-06,1.7616756761090813e-05,3.7360010382832343e-06,2.022402208123605,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97440.78761067052,99764.74705994247,100943.15584681333,1480.9229545848038,1
0.1754,141.91,5471000.0,Liquid,51298,12613.484436057735,-192.957929435954,-72.26954613742686,-8.692028511817274 m^-2 kg^-1 s^2 mol K,-3.7279467760645644 m^-2 kg^-1 s^2 mol K,-27621.50185410768,-28367.665083014777,-18111.893790652535,-17365.730561745437,7.928023418662445e-05,135.87421444941884,107.80610440577307,-2.247703600105613e-05,-71.66374275626589,-71.66372027922989,-27530.84244277886,-28710.742795358994,12552.372817990345,7.96662124763198e-05,0.0018804211112825608,531.7957738295863,-531.7956941633738,5.504876785522583e-07,8.722050723765437e-06,1.7627940032247084e-05,3.7408230808408684e-06,2.021077449620339,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,90758.82099649611,89738.3625111691,90918.26790131122,1404.1012054234154,1
0.1738,141.91,239000.0,Liquid,51298,12555.082635623025,-192.34025045650841,-71.69045341970069,-8.622379666868255 m^-2 kg^-1 s^2 mol K,-3.6980749013196403 m^-2 kg^-1 s^2 mol K,-27534.89364094403,-28695.762915838193,-18522.17067104847,-17361.301396154304,7.96490177740974e-05,135.87304196446368,107.81370639378295,-2.247703600105613e-05,-71.66374275626589,-71.66372027922989,-27530.84244277886,-28710.742795358994,12552.372817990345,7.96662124763198e-05,0.0018804211112825608,531.7957738295863,-531.7956941633738,5.504876785522583e-07,8.722050723765437e-06,1.7627940032247084e-05,3.7408230808408684e-06,2.021077449620339,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88258.10200453692,87078.50373536124,88258.40912550337,1383.3551699912332,1
0.177,141.92,12083000.0,Liquid,51298,12684.736389091611,-193.71271986812738,-72.9830739140083,-8.777846177895123 m^-2 kg^-1 s^2 mol K,-3.7647533386695247 m^-2 kg^-1 s^2 mol K,-27725.511586818804,-27952.93795321674,-17595.180103340685,-17367.753736942745,7.883490593150692e-05,135.91311471275932,107.8003804193076,-2.2511317587836616e-05,-71.65986541884408,-71.6598429075265,-27530.274504282566,-28710.25799340993,12552.18480942364,7.966740572917975e-05,0.0018835152510782334,530.9221677008147,-530.922088033409,-8.137877407499161e-07,8.722675410502258e-06,1.7628561117071808e-05,3.7410910043645215e-06,2.0210039107779596,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93433.07181856727,93022.05235245914,94202.04088722744,1429.475383013238,1
0.1782,141.92,19282000.0,Liquid,51298,12759.770073833948,-194.5263527641725,-73.74766938217422,-8.869805875506435 m^-2 kg^-1 s^2 mol K,-3.804194173196457 m^-2 kg^-1 s^2 mol K,-27833.72554709409,-27502.558325259797,-17036.289086541634,-17367.456308375928,7.837131815177986e-05,135.99207186723228,107.79321553718421,-2.2511317587836616e-05,-71.65986541884408,-71.6598429075265,-27530.274504282566,-28710.25799340993,12552.18480942364,7.966740572917975e-05,0.0018835152510782334,530.9221677008147,-530.922088033409,-8.137877407499161e-07,8.722675410502258e-06,1.7628561117071808e-05,3.7410910043645215e-06,2.0210039107779596,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,95756.04604093349,96511.32353073003,97691.31206549834,1456.1799321802093,1
0.181,141.94,26081000.0,Liquid,51298,12827.880878658118,-195.25961774588666,-74.44781480755078,-8.954014014688866 m^-2 kg^-1 s^2 mol K,-3.8403104216138138 m^-2 kg^-1 s^2 mol K,-27929.95150071197,-27076.956793122044,-16509.833959338288,-17362.828666928213,7.795519848205877e-05,136.10567035091566,107.79349975698136,-2.258002043725699e-05,-71.65211162662334,-71.6520890466029,-27529.13863316595,-28709.28839535259,12551.808808346494,7.966979224022569e-05,0.00188971730736826,529.1796799980963,-529.179600328304,-3.9332509693679185e-08,8.723924807824233e-06,1.762980322108019e-05,3.741626861640202e-06,2.0208568516395893,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97399.91617590455,99722.43484332062,100902.58966734128,1480.5359878652637,1
0.177,141.96,12053000.0,Liquid,51298,12683.682146243802,-193.67098715226408,-72.96432040105793,-8.775590648727258 m^-2 kg^-1 s^2 mol K,-3.763785958882605 m^-2 kg^-1 s^2 mol K,-27722.830701933864,-27952.87571548858,-17594.860791354393,-17364.81577779968,7.884145853466883e-05,135.9233746194632,107.81052055268601,-2.2648909881932447e-05,-71.64435901104405,-71.64433636213417,-27528.00276989621,-28708.31880509553,12551.432828674278,7.967217875838508e-05,0.0018959377727262808,527.4434711863148,-527.443391514136,6.14976687351998e-08,8.72517423697162e-06,1.7631045237582565e-05,3.742162732565567e-06,2.020709817217592,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93411.76898370768,92996.51481327004,94176.83592654308,1429.2708595293857,1
0.174,142.11,5472000.0,Liquid,51298,12609.775770017979,-192.76665052398866,-72.1921261658927,-8.682717029513519 m^-2 kg^-1 s^2 mol K,-3.723953150136224 m^-2 kg^-1 s^2 mol K,-27610.287809749694,-28357.907059553898,-18098.684010118883,-17351.06476031468,7.930355132703316e-05,135.9269757157628,107.85501617768625,-2.3171572939675716e-05,-71.58625187671167,-71.58622870513874,-27519.484046965215,-28701.04712826066,12548.61366300123,7.969007787278007e-05,0.0019431829408233941,514.6195857278705,-514.6195060377926,5.37373154863019e-07,8.734545973331977e-06,1.764035757396185e-05,3.7461822010133776e-06,2.0196078454244555,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,90703.19938252532,89681.0055227212,90862.57380538696,1403.6252079989665,1
0.1728,142.12,240000.0,Liquid,51298,12551.148831235696,-192.13941069963585,-71.6092018053975,-8.612607343864987 m^-2 kg^-1 s^2 mol K,-3.6938836242218756 m^-2 kg^-1 s^2 mol K,-27522.990650258158,-28685.520321986078,-18508.42056140298,-17345.890889675065,7.96739815172399e-05,135.9287043081434,107.86369084495783,-2.3206795781688512e-05,-71.58238041823844,-71.58235721144266,-27518.91614797693,-28700.56236558404,12548.425761382343,7.969127116147829e-05,0.0019463700358235945,513.7769188770193,-513.7768391857481,2.1223427282279772e-07,8.7351708198108e-06,1.764097822160296e-05,3.7464501930491945e-06,2.0195344298928157,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88196.40950709676,87015.06751245764,88196.71893974957,1382.8343328092656,1
0.1776,142.12,19278000.0,Liquid,51298,12756.09098180874,-194.3343577701658,-73.66948218662417,-8.860402117363442 m^-2 kg^-1 s^2 mol K,-3.800160970842783 m^-2 kg^-1 s^2 mol K,-27822.716682407823,-27493.09008357938,-17023.18327521635,-17352.809874044797,7.839392188610792e-05,136.04428053795206,107.84548760689042,-2.3206795781688512e-05,-71.58238041823844,-71.58235721144266,-27518.91614797693,-28700.56236558404,12548.425761382343,7.969127116147829e-05,0.0019463700358235945,513.7769188770193,-513.7768391857481,2.1223427282279772e-07,8.7351708198108e-06,1.764097822160296e-05,3.7464501930491945e-06,2.0195344298928157,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,95708.15523656204,96459.35915009478,97641.01057738671,1455.7314901281973,1
0.1798,142.12,26096000.0,Liquid,51298,12824.7842905312,-195.088739835732,-74.37920985203611,-8.945762735121514 m^-2 kg^-1 s^2 mol K,-3.8367715088019545 m^-2 kg^-1 s^2 mol K,-27920.413493722564,-27067.254868164895,-16496.481563993522,-17349.64018955119,7.797402103194207e-05,136.15281119047896,107.84198230220888,-2.3206795781688512e-05,-71.58238041823844,-71.58235721144266,-27518.91614797693,-28700.56236558404,12548.425761382343,7.969127116147829e-05,0.0019463700358235945,513.7769188770193,-513.7768391857481,2.1223427282279772e-07,8.7351708198108e-06,1.764097822160296e-05,3.7464501930491945e-06,2.0195344298928157,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97365.49719331934,99687.79951714905,100869.45094444098,1480.216335096545,1
0.1746,142.32,5479000.0,Liquid,51298,12605.949695545045,-192.56671325730335,-72.11161435148831,-8.67303368398634 m^-2 kg^-1 s^2 mol K,-3.7198000348202207 m^-2 kg^-1 s^2 mol K,-27598.610785620003,-28347.2890698868,-18084.36411538298,-17335.685831116185,7.932762101639997e-05,135.982295499568,107.90636432125166,-2.3921332583008846e-05,-71.50501287754375,-71.50498895621116,-27507.558589490676,-28690.867530805084,12544.668850141954,7.971513731816716e-05,0.0020111096417922323,497.2379323430791,-497.2378526279418,1.024129491877801e-06,8.74766944092891e-06,1.7653386592147236e-05,3.7518107592552495e-06,2.0180674077086103,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,90647.25932968868,89623.58854687265,90806.90286668822,1403.1466854226176,1
0.1732,142.32,240000.0,Liquid,51298,12547.393758384922,-191.94822072432186,-71.53183333461043,-8.603302055677371 m^-2 kg^-1 s^2 mol K,-3.68989265490416 m^-2 kg^-1 s^2 mol K,-27511.63920084339,-28675.82604250524,-18495.415522323485,-17331.228680661636,7.969782564062277e-05,135.98163221364038,107.91129667031932,-2.3921332583008846e-05,-71.50501287754375,-71.50498895621116,-27507.558589490676,-28690.867530805084,12544.668850141954,7.971513731816716e-05,0.0020111096417922323,497.2379323430791,-497.2378526279418,1.024129491877801e-06,8.74766944092891e-06,1.7653386592147236e-05,3.7518107592552495e-06,2.0180674077086103,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88136.98943027142,86953.98429324389,88137.29861305945,1382.332522635057,1
0.1767,142.33,12073000.0,Liquid,51298,12677.093745912724,-193.31934148500014,-72.82301493619815,-8.758595507688165 m^-2 kg^-1 s^2 mol K,-3.756496868521326 m^-2 kg^-1 s^2 mol K,-27702.62506254927,-27933.67491152179,-17568.775195652706,-17337.725346680185,7.888243315408268e-05,136.02054268543105,107.90397449567847,-2.3957567758770853e-05,-71.50114757976924,-71.50112362220148,-27506.990732770435,-28690.382810142903,12544.481060597142,7.971633064527885e-05,0.0020143969861043383,496.42647745115505,-496.42639773482443,-6.367433447174164e-07,8.748294456865556e-06,1.7654006781737692e-05,3.752078823970274e-06,2.017994120886391,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93323.02313120948,92906.03425554882,94089.43171999058,1428.4990058137514,1
0.1788,142.33,19298000.0,Liquid,51298,12752.478758396594,-194.135677899176,-73.59005538173416,-8.850849268485803 m^-2 kg^-1 s^2 mol K,-3.7960638245751186 m^-2 kg^-1 s^2 mol K,-27811.513598455294,-27481.63663479477,-17007.56405231254,-17337.44101597307,7.841612747965345e-05,136.09932398879408,107.90034463968492,-2.3957567758770853e-05,-71.50114757976924,-71.50112362220148,-27506.990732770435,-28690.382810142903,12544.481060597142,7.971633064527885e-05,0.0020143969861043383,496.42647745115505,-496.42639773482443,-6.367433447174164e-07,8.748294456865556e-06,1.7654006781737692e-05,3.752078823970274e-06,2.017994120886391,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,95664.47640531354,96416.18490785015,97599.5823722919,1455.3469386583317,1
0.1805,142.33,26099000.0,Liquid,51298,12821.030866360188,-194.8879939432185,-74.29779597933832,-8.935970896919 m^-2 kg^-1 s^2 mol K,-3.8325718617794924 m^-2 kg^-1 s^2 mol K,-27909.084003981676,-27056.841723691312,-16482.03642195209,-17334.278702242453,7.79968483364157e-05,136.20744242677426,107.89853297885627,-2.3957567758770853e-05,-71.50114757976924,-71.50112362220148,-27506.990732770435,-28690.382810142903,12544.481060597142,7.971633064527885e-05,0.0020143969861043383,496.42647745115505,-496.42639773482443,-6.367433447174164e-07,8.748294456865556e-06,1.7654006781737692e-05,3.752078823970274e-06,2.017994120886391,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97322.16046798904,99640.40069911885,100823.7981635606,1479.7902618156522,1
0.1766,142.38,12081000.0,Liquid,51298,12676.26041653992,-193.27247842500697,-72.80451896209489,-8.756370953323957 m^-2 kg^-1 s^2 mol K,-3.755542773598725 m^-2 kg^-1 s^2 mol K,-27699.97688875016,-27930.748753170694,-17564.841343347623,-17334.069478927086,7.888761883553646e-05,136.03369217188165,107.91659912282145,-2.413947720653188e-05,-71.48182548616643,-71.48180134668922,-27504.151479697175,-28687.959237175157,12543.542192830604,7.972229730861517e-05,0.002030906470571211,492.390966541527,-492.3908868192297,4.817037435600469e-09,8.75141965831335e-06,1.765710740293619e-05,3.75341919976932e-06,2.0176277783871264,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93312.92576746919,92896.36857363819,94080.18176121086,1428.4142705730908,1
0.1739,142.56,5460000.0,Liquid,51298,12601.28270451524,-192.3353192425705,-72.01679871626985,-8.661629984243744 m^-2 kg^-1 s^2 mol K,-3.7149090722983167 m^-2 kg^-1 s^2 mol K,-27584.827403215524,-28336.847970412124,-18070.133145420692,-17318.112578224096,7.935700066801009e-05,136.04533151352956,107.96506091904483,-2.4804569349477227e-05,-71.41232655719278,-71.41230175262343,-27493.93059292274,-28679.234796215245,12540.163371427636,7.97437776830299e-05,0.0020913552434234043,478.1588413277263,-478.1587615839486,2.0868414774000144e-07,8.76267207019593e-06,1.7668265133846174e-05,3.758245276046403e-06,2.016310206785031,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,90571.02004720106,89544.09885044378,90729.40864128771,1402.4914862944772,1
0.1777,142.56,19329000.0,Liquid,51298,12748.6193716399,-193.91933824469308,-73.50416732488989,-8.840519309619099 m^-2 kg^-1 s^2 mol K,-3.7916333815776464 m^-2 kg^-1 s^2 mol K,-27799.3792734945,-27468.52488714138,-16989.770793305073,-17320.625179658196,7.843986637679077e-05,136.1596099316969,107.96041560645057,-2.4804569349477227e-05,-71.41232655719278,-71.41230175262343,-27493.93059292274,-28679.234796215245,12540.163371427636,7.97437776830299e-05,0.0020913552434234043,478.1588413277263,-478.1587615839486,2.0868414774000144e-07,8.76267207019593e-06,1.7668265133846174e-05,3.758245276046403e-06,2.016310206785031,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,95618.98212209828,96373.04196269806,97558.351753542,1454.9567760953262,1
0.1794,142.57,26100000.0,Liquid,51298,12816.721035631792,-194.6585684435104,-74.20466093074828,-8.924769325288057 m^-2 kg^-1 s^2 mol K,-3.827767590510518 m^-2 kg^-1 s^2 mol K,-27896.10324462471,-27045.09389534203,-16465.73538644525,-17316.74473572793,7.802307604416902e-05,136.26969923001815,107.96313358691893,-2.4841992243505464e-05,-71.40846828496746,-71.40844344297521,-27493.36278548972,-28678.750124541915,12539.975709688502,7.974497105503886e-05,0.002094760558937598,477.3815297091383,-477.38144996416725,-1.6624765786232842e-07,8.76329728188356e-06,1.766888480118994e-05,3.7585134247175785e-06,2.0162370661231566,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,97271.84466741564,99584.81429279695,100770.20722826706,1479.2922186195306,1
0.1725,142.57,239000.0,Liquid,51298,12542.691571339175,-191.70938709992618,-71.43517589628546,-8.591676837937628 m^-2 kg^-1 s^2 mol K,-3.6849066849507706 m^-2 kg^-1 s^2 mol K,-27497.434067178983,-28663.772081411502,-18479.259053878086,-17312.921039645567,7.972770392322025e-05,136.04767695467646,107.97080406232935,-2.4841992243505464e-05,-71.40846828496746,-71.40844344297521,-27493.36278548972,-28678.750124541915,12539.975709688502,7.974497105503886e-05,0.002094760558937598,477.3815297091383,-477.38144996416725,-1.6624765786232842e-07,8.76329728188356e-06,1.766888480118994e-05,3.7585134247175785e-06,2.0162370661231566,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88061.95804001176,86876.87140805715,88062.26434352725,1381.6985776034282,1
0.1734,150.55,5968000.0,Liquid,51298,12460.461193722,-184.9202767649855,-69.07914291773291,-8.308311203048785 m^-2 kg^-1 s^2 mol K,-3.5633732588241585 m^-2 kg^-1 s^2 mol K,-27145.850520259795,-27918.63788275436,-17518.77291648967,-16745.985553995106,8.025385131842742e-05,138.07699086843576,109.91416004871724,-7.670718627600773e-05,-68.42045983197157,-68.42038312478529,-27041.062229553358,-28292.786225527845,12391.871123423032,8.06980632738995e-05,0.0070915811358054194,141.0122765078434,-141.01219580978014,2.0801739708531386e-07,9.265012720562258e-06,1.8156638395677806e-05,3.9736954676182895e-06,1.9596992409283975,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88417.74380389863,87349.26431259305,88601.006659756,1383.8185603343848,1
0.1727,150.56,591000.0,Liquid,51298,12398.59319280467,-184.27709425594998,-68.4827615180174,-8.236583007601324 m^-2 kg^-1 s^2 mol K,-3.5326095660212933 m^-2 kg^-1 s^2 mol K,-27051.137180549536,-28255.29597412466,-17944.53139997196,-16740.372606396835,8.065431169887357e-05,138.09106810811684,109.8702466224326,-7.680877464399374e-05,-68.41682652153459,-68.41674971275994,-27040.496630316076,-28292.303745276484,12391.68753524363,8.069925885040801e-05,0.007101763798710955,140.8100900485469,-140.81000934928804,7.790207430247165e-07,9.265645002146296e-06,1.815724139590698e-05,3.9739666485157725e-06,1.9596305914699983,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,85737.8527837061,84487.84233253844,85739.6678243276,1361.6316320415062,1
0.1783,150.58,18123000.0,Liquid,51298,12592.46094400053,-186.27778352923963,-70.36528056813889,-8.462998007172231 m^-2 kg^-1 s^2 mol K,-3.6297172856468647 m^-2 kg^-1 s^2 mol K,-27342.6323483113,-27155.429671605896,-16559.825723655544,-16747.02840036095,7.941259492064841e-05,138.15707298249262,110.02681601330765,-7.701230642425765e-05,-68.40956071384005,-68.40948370153363,-27039.36544208828,-28291.338794925177,12391.320373481067,8.070165001464425e-05,0.007122168296837987,140.40667930354408,-140.40659860189407,-7.322564954392874e-08,9.266909591321579e-06,1.8158447336292593e-05,3.9745090214650366e-06,1.9594933086751922,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,93191.58376050479,93593.98038566063,94845.97216670214,1431.4386001604976,1
0.1731,150.58,5954000.0,Liquid,51298,12459.760015006117,-184.89113164234143,-69.06671246707427,-8.30681616347383 m^-2 kg^-1 s^2 mol K,-3.5627320474019957 m^-2 kg^-1 s^2 mol K,-27143.93540384753,-27918.06886395599,-17518.003300663942,-16743.869840555482,8.025836764075981e-05,138.08436673263628,109.9213095531237,-7.701230642425765e-05,-68.40956071384005,-68.40948370153363,-27039.36544208828,-28291.338794925177,12391.320373481067,8.070165001464425e-05,0.007122168296837987,140.40667930354408,-140.40659860189407,-7.322564954392874e-08,9.266909591321579e-06,1.8158447336292593e-05,3.9745090214650366e-06,1.9594933086751922,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,88401.84505238474,87332.24150930354,88584.23329034506,1383.6795222481032,1
