thermal_conductivity,temperature,pressure,state,refno,rho,s_total,s_res,s_res*,s_res**,E_res,H_res,G_res,A_res,V,c_p,c_v,s_res_vle_gas,s_res_vle_liq,s_vap,dE_vap,dH_vap,rho_vap_liq,V_vap_liq,rho_vap_gas,V_vap_gas,dV_vap,dpressure,eta_CE,eta_CE_ig,eta_CE_m,omega22,M,m,sigma,epsilon,R,dp_drho_npt,dp_drho_nvt,dp_drho_tot,speed_of_sound,success
0.1526,261.9,67094000.0,Liquid,51298,11549.788180323874,-109.04619362645973,-46.796384953050755,-5.628311425789403 m^-2 kg^-1 s^2 mol K,-2.413941165279515 m^-2 kg^-1 s^2 mol K,-22814.57717763122,-19183.024072911536,-6927.050853707547,-10558.60395842723,8.658167443309409e-05,158.8805015264319,136.29891145852963,-0.14502538422373287,-40.031360696461014,-39.88633531223728,-20992.532115582842,-23110.400958571958,10486.174986899083,9.536365750613083e-05,31.25081507899545,0.03199916538087763,-0.0319038017233715,2.7479836717247963e-07,1.6310370340381772e-05,2.394764511477004e-05,6.9953972705196255e-06,1.4682465581716218,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70870.93190636701,84190.44598544214,86368.00374513646,1316.1080245433545,1
0.1475,261.92,54787000.0,Liquid,51298,11400.772148005277,-107.93057498932131,-45.79732757070174,-5.5081524415914656 m^-2 kg^-1 s^2 mol K,-2.3624058651885305 m^-2 kg^-1 s^2 mol K,-22593.468823648214,-19965.641170591476,-7970.405133273275,-10598.232786330012,8.771335721984093e-05,159.0465114284744,135.72356482394446,-0.14512223762664317,-40.02773143155369,-39.882609193927046,-20991.442761663446,-23109.434236064968,10485.826356762318,9.53668281332066e-05,31.274978713490533,0.03197444222619559,-0.03187907539806238,-3.0393130145967007e-07,1.6311603675872803e-05,2.3948559478570794e-05,6.995926238994745e-06,1.4681915987202496,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,68530.95587450544,76957.5722477521,79135.29629669881,1263.1227291987614,1
0.1395,261.93,36378000.0,Liquid,51298,11149.777860382736,-106.09909044619559,-44.1552302079034,-5.310653524558259 m^-2 kg^-1 s^2 mol K,-2.2777000396117746 m^-2 kg^-1 s^2 mol K,-22204.28342130414,-21119.42471645964,-9553.845268103503,-10638.703972948002,8.968788549170909e-05,159.64026792398332,134.800706169122,-0.1451706818927946,-40.02591692070215,-39.88074623880936,-20990.89807160633,-23108.950852698326,10485.652036353393,9.536841357438093e-05,31.287065969114042,0.03196208941379098,-0.0318667210002166,-2.1538289729505777e-07,1.631222033393564e-05,2.39490166473799e-05,6.996190719079475e-06,1.468164122180033,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,62915.581397734495,65625.71322654664,67803.5204201195,1175.3771701131657,1
0.1531999999999999,261.93,67055000.0,Liquid,51298,11548.990325302262,-109.02462077022093,-46.78827070299533,-5.6273355058258305 m^-2 kg^-1 s^2 mol K,-2.4135226004212713 m^-2 kg^-1 s^2 mol K,-22812.702697416178,-19184.374626238543,-6929.122881002979,-10557.450952180614,8.658765587578131e-05,158.8859799448197,136.3029928384385,-0.1451706818927946,-40.02591692070215,-39.88074623880936,-20990.89807160633,-23108.950852698326,10485.652036353393,9.536841357438093e-05,31.287065969114042,0.03196208941379098,-0.0318667210002166,-2.1538289729505777e-07,1.631222033393564e-05,2.39490166473799e-05,6.996190719079475e-06,1.468164122180033,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70856.94618276224,84158.56564002774,86336.37283360062,1315.869985609107,1
0.1199,262.18,357000.0,Liquid,51298,10488.080531236965,-101.34911053792176,-40.02127835247153,-4.8134533992722215 m^-2 kg^-1 s^2 mol K,-2.064454581247366 m^-2 kg^-1 s^2 mol K,-21081.749081611848,-23227.59625060031,-12734.817492149323,-10588.970323160862,9.534633120156448e-05,163.75447124179456,132.69034930818955,-0.1463855991462865,-39.98058046315789,-39.83419486401161,-20977.27797271433,-23096.861464496837,10481.292866273361,9.540807730101634e-05,31.590427954673235,0.031655158373758846,-0.03155975029645783,4.095927579328418e-07,1.6327634684966392e-05,2.3960443032681946e-05,7.0028018202915914e-06,1.4674778983598544,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42811.75503314241,40632.40073296213,42812.28654218955,953.4262733113458,1
0.1464,262.19,54780000.0,Liquid,51298,11397.418898340686,-107.76602993350596,-45.75116418574925,-5.502600262566486 m^-2 kg^-1 s^2 mol K,-2.3600245766471772 m^-2 kg^-1 s^2 mol K,-22582.144289865642,-19955.761868148085,-7960.26413028649,-10586.646552004047,8.773916348249575e-05,159.0953571099486,135.77598033200672,-0.14643434845002817,-39.97876805611932,-39.83233370766929,-20976.73305448621,-23096.377696311123,10481.118452970248,9.540966495962172e-05,31.602609745914773,0.0316429563267087,-0.03154754666174908,3.2756361179053783e-08,1.6328251174885117e-05,2.3960899974755402e-05,7.003066228260556e-06,1.4674504769751613,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,68449.99568693551,76866.97285225408,79046.94180610769,1262.3674984701076,1
0.1518,262.2,67026000.0,Liquid,51298,11545.538693469689,-108.85839013159766,-46.74045960389396,-5.621585152339729 m^-2 kg^-1 s^2 mol K,-2.4110563163184753 m^-2 kg^-1 s^2 mol K,-22801.257187789935,-19175.950023309553,-6920.601515168558,-10545.908679648943,8.661354195327529e-05,158.9328654612398,136.35454139943513,-0.14648310950786017,-39.976955729848285,-39.83047262034042,-20976.18812743915,-23095.89391326739,10480.9440360821,9.541125270370318e-05,31.614795183303087,0.03163076003504005,-0.031535348782336346,-4.030880518257618e-09,1.6328867658325142e-05,2.3961356908114997e-05,7.003330633450853e-06,1.4674230577096075,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70778.29634001701,84057.59780264663,86237.64990112641,1315.062817553218,1
0.1324,262.2,22063000.0,Liquid,51298,10918.87009324591,-104.31746256005853,-42.663533991706494,-5.131243707627934 m^-2 kg^-1 s^2 mol K,-2.200752495352062 m^-2 kg^-1 s^2 mol K,-21822.749020804855,-21982.170796587863,-10795.792183962423,-10636.370408179413,9.158456795072324e-05,160.6299625877534,134.06697851173274,-0.14648310950786017,-39.976955729848285,-39.83047262034042,-20976.18812743915,-23095.89391326739,10480.9440360821,9.541125270370318e-05,31.614795183303087,0.03163076003504005,-0.031535348782336346,-4.030880518257618e-09,1.6328867658325142e-05,2.3961356908114997e-05,7.003330633450853e-06,1.4674230577096075,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,56480.678086984706,56173.49265249375,58353.54475097353,1096.7609487979103,1
0.1252,262.23,10259000.0,Liquid,51298,10700.569177352612,-102.77936452085675,-41.30623011581847,-4.9679975739662625 m^-2 kg^-1 s^2 mol K,-2.1307374353621364 m^-2 kg^-1 s^2 mol K,-21452.655821166074,-22674.223305833493,-11842.490582562414,-10620.923097894996,9.34529727742395e-05,161.96330459387937,133.36090018020408,-0.14662946322215903,-39.971519235530124,-39.82488977230796,-20974.55329335212,-23094.44247494555,10480.420763898335,9.541601644894612e-05,31.651373379884983,0.031594205660456995,-0.03149878964400805,-3.2974639907479286e-08,1.6330717069764462e-05,2.3962727655915556e-05,7.004123832346077e-06,1.4673408126261276,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49715.50156118663,47956.77977849145,50137.081310849775,1023.527624428681,1
0.1397,262.23,36377000.0,Liquid,51298,11145.807618877008,-105.91621228264988,-44.104126381389904,-5.304507146991787 m^-2 kg^-1 s^2 mol K,-2.275063903708371 m^-2 kg^-1 s^2 mol K,-22191.27624753359,-21107.83940902765,-9542.414348035778,-10625.851186541719,8.971983316008056e-05,159.69907369173234,134.85886604054124,-0.14662946322215903,-39.971519235530124,-39.82488977230796,-20974.55329335212,-23094.44247494555,10480.420763898335,9.541601644894612e-05,31.651373379884983,0.031594205660456995,-0.03149878964400805,-3.2974639907479286e-08,1.6330717069764462e-05,2.3962727655915556e-05,7.004123832346077e-06,1.4673408126261276,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,62819.59104327578,65524.84685028694,67705.14838264526,1174.4871857705311,1
0.1199,262.24,358000.0,Liquid,51298,10487.056961913273,-101.31179631881662,-40.010533665628365,-4.812161110481398 m^-2 kg^-1 s^2 mol K,-2.063900328137756 m^-2 kg^-1 s^2 mol K,-21078.72226663309,-23224.969625464328,-12732.607276989944,-10586.359918158705,9.535563729955736e-05,163.77082531062194,132.70162750326705,-0.146678271312592,-39.96970723221907,-39.82302896090648,-20974.00833099716,-23093.958632427257,10480.246332660952,9.541760453507377e-05,31.66357340939669,0.03158203235845874,-0.03148661475392366,-2.3646862246096134e-07,1.6331333527281124e-05,2.3963184554424668e-05,7.004388226418036e-06,1.4673134018354783,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42790.322425847335,40610.47222174874,42790.85689873325,953.194713001134,1
0.1515,262.24,66998000.0,Liquid,51298,11544.752465872243,-108.831721781761,-46.7315292728469,-5.620511080393387 m^-2 kg^-1 s^2 mol K,-2.4105956548003746 m^-2 kg^-1 s^2 mol K,-22799.16228035766,-19176.21767868894,-6921.34144217757,-10544.286043846292,8.661944056021359e-05,158.94000131473376,136.36108594029642,-0.146678271312592,-39.96970723221907,-39.82302896090648,-20974.00833099716,-23093.958632427257,10480.246332660952,9.541760453507377e-05,31.66357340939669,0.03158203235845874,-0.03148661475392366,-2.3646862246096134e-07,1.6331333527281124e-05,2.3963184554424668e-05,7.004388226418036e-06,1.4673134018354783,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70763.14322301166,84028.9461256664,86209.3308026509,1314.8448401936967,1
0.1259,262.26,10262000.0,Liquid,51298,10700.155529738828,-102.76124957838144,-41.30131499954955,-4.967406421357289 m^-2 kg^-1 s^2 mol K,-2.130483894378028 m^-2 kg^-1 s^2 mol K,-21451.31963525914,-22672.819121218097,-11841.136249436233,-10619.636763477276,9.34565854880063e-05,161.97007191706604,133.36678550766828,-0.1467759227816861,-39.96608346772386,-39.81930754494218,-20972.91837977918,-23092.99090274865,10479.897459416623,9.542078096398343e-05,31.687984418919484,0.03155770296967656,-0.031462282188712574,-1.4626129996031523e-07,1.6332566422864672e-05,2.3964098325309262e-05,7.0049170062200885e-06,1.467258586608953,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49706.81503978691,47948.07477922255,50128.625745459416,1023.4401110184803,1
0.147,262.27,54773000.0,Liquid,51298,11396.363190492586,-107.71684006975012,-45.73708763460331,-5.500907242609284 m^-2 kg^-1 s^2 mol K,-2.359298452902567 m^-2 kg^-1 s^2 mol K,-22578.696242259517,-19953.14796980796,-7957.681995880552,-10583.230268332109,8.774729124412688e-05,159.10993508141956,135.79127209573795,-0.14682476616358553,-39.96427170651769,-39.81744694035411,-20972.373390909783,-23092.50701557983,10479.723017407856,9.542236930679381e-05,31.700195400438446,0.03154554687653972,-0.03145012450723293,5.011679604649544e-07,1.6333182860929846e-05,2.3964555197685748e-05,7.005181391949448e-06,1.467231182172747,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,68424.85679084474,76837.19148048414,79017.8255913472,1262.1217387643098,1
0.1325,262.28,22051000.0,Liquid,51298,10917.513386188732,-104.26700902775094,-42.648456288557526,-5.129430276761572 m^-2 kg^-1 s^2 mol K,-2.199974728258607 m^-2 kg^-1 s^2 mol K,-21818.77514001497,-21979.710122748274,-10793.873007385406,-10632.9380246521,9.159594906153779e-05,160.6481798270327,134.08166477131948,-0.1468736213125544,-39.96246002599107,-39.81558640467852,-20971.82839319578,-23092.023113519077,10479.548571806801,9.542395773519353e-05,31.712410034134685,0.03153339651334028,-0.031437972555605084,1.6111880540847778e-07,1.633379929250947e-05,2.396501206135235e-05,7.005445774897202e-06,1.467203779854359,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,56447.58571146244,56137.59260376002,58318.30985924925,1096.4318967918543,1
0.1396,262.28,36378000.0,Liquid,51298,11145.163218212943,-105.88587019270854,-44.09572873559009,-5.303497142354629 m^-2 kg^-1 s^2 mol K,-2.2746307201855855 m^-2 kg^-1 s^2 mol K,-22189.136560250838,-21105.837014213776,-9540.409281443206,-10623.708827480266,8.972502065881308e-05,159.70882427110465,134.86862024140584,-0.1468736213125544,-39.96246002599107,-39.81558640467852,-20971.82839319578,-23092.023113519077,10479.548571806801,9.542395773519353e-05,31.712410034134685,0.03153339651334028,-0.031437972555605084,1.6111880540847778e-07,1.633379929250947e-05,2.396501206135235e-05,7.005445774897202e-06,1.467203779854359,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,62804.04103156055,65508.78320637045,67689.50046185969,1174.3448362237332,1
0.1526,262.55,66976000.0,Liquid,51298,11540.921282913803,-108.64200966144152,-46.67762646145568,-5.614028062323942 m^-2 kg^-1 s^2 mol K,-2.4078151362737388 m^-2 kg^-1 s^2 mol K,-22786.220521960768,-19165.83316127862,-6910.622333823433,-10531.009694505581,8.664819519049039e-05,158.9938121807879,136.42077897800138,-0.14819716421194037,-39.913575108566,-39.76537794435406,-20957.110099963626,-23078.95211316753,10474.837179391758,9.546687770645299e-05,32.0435884247121,0.03120749108201619,-0.031112024204309738,-2.3952452465891838e-08,1.6350440490516483e-05,2.3977344089835188e-05,7.0125830617084176e-06,1.466464717188655,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70674.4812840806,83919.57659293896,86102.53875333509,1313.9650574385394,1
0.1479,262.58,54766000.0,Liquid,51298,11392.527742124163,-107.52820030501142,-45.68429078126781,-5.494557240719779 m^-2 kg^-1 s^2 mol K,-2.356574984032233 m^-2 kg^-1 s^2 mol K,-22565.724543234075,-19941.75012579508,-7945.969052449776,-10569.943469888774,8.77768325551207e-05,159.16606330457577,135.85149239574935,-0.14834475551184884,-39.90814707178256,-39.75980231627071,-20955.4743331588,-23077.49910582762,10474.313528878674,9.547165045641466e-05,32.08055105121459,0.031171534379305473,-0.03107606272884906,-2.972519723698497e-07,1.6352289219903783e-05,2.3978713923725445e-05,7.0133759680765715e-06,1.4663826942675942,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,68332.17916069076,76733.84967853819,78917.06127281286,1261.2595619837566,1
0.1395,262.61,36379000.0,Liquid,51298,11140.828020135594,-105.6851168076374,-44.039833941657214,-5.296774543853694 m^-2 kg^-1 s^2 mol K,-2.2717474473828942 m^-2 kg^-1 s^2 mol K,-22174.88844400638,-21092.972793312263,-9527.672001893667,-10609.587652587783,8.975993509572452e-05,159.77348491419687,134.93270022733654,-0.14849245316793744,-39.90271975805556,-39.75422730488762,-20953.838485858338,-23076.045963272718,10473.78984578254,9.547642398063468e-05,32.117546758084366,0.03113562836950765,-0.031040151945527013,1.6047852113842964e-07,1.6354137890684832e-05,2.3980083679365558e-05,7.014168849308939e-06,1.4663006903607188,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,62699.32383187501,65399.24964565622,67582.71067380944,1173.3769176351125,1
0.1528,262.61,66939000.0,Liquid,51298,11539.799505777844,-108.60247407698978,-46.66464412675022,-5.612466646354962 m^-2 kg^-1 s^2 mol K,-2.407145456506842 m^-2 kg^-1 s^2 mol K,-22783.16338649034,-19165.91704823883,-6911.314854112951,-10528.561192364465,8.665661821068136e-05,159.00449884859052,136.43082282940028,-0.14849245316793744,-39.90271975805556,-39.75422730488762,-20953.838485858338,-23076.045963272718,10473.78984578254,9.547642398063468e-05,32.117546758084366,0.03113562836950765,-0.031040151945527013,1.6047852113842964e-07,1.6354137890684832e-05,2.3980083679365558e-05,7.014168849308939e-06,1.4663006903607188,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70652.45489423825,83879.48460386656,86062.94563201978,1313.6587081293771,1
0.1323,262.62,22061000.0,Liquid,51298,10912.793113341511,-104.0600526232534,-42.5910099585525,-5.122521071363306 m^-2 kg^-1 s^2 mol K,-2.197011421137074 m^-2 kg^-1 s^2 mol K,-21803.62853301452,-21965.600430861978,-10780.349395546922,-10618.377497699463,9.163556842083289e-05,160.72036267216527,134.14759003522653,-0.14854170936224836,-39.900910814107895,-39.75236910474565,-20953.293185521932,-23075.56155235351,10473.61527750557,9.547801532749856e-05,32.12988601509902,0.03112367095015722,-0.03102819293482972,-5.706242518499494e-07,1.6354754101250987e-05,2.398054024719233e-05,7.01443313746565e-06,1.4662733599496947,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,56338.15666753523,56026.227694356545,58209.77186713595,1095.3879318994213,1
0.1199,262.63,353000.0,Liquid,51298,10480.131318811942,-101.06754411531529,-39.93915005393,-4.803575635390979 m^-2 kg^-1 s^2 mol K,-2.0602180813364717 m^-2 kg^-1 s^2 mol K,-21058.569642741168,-23208.51417609931,-12719.295197435675,-10569.350664077536,9.541865169236857e-05,163.87993438931338,132.77412070090102,-0.1485909773804006,-39.89910195045608,-39.75051097307568,-20952.747876228696,-23075.07712639325,10473.440705604646,9.547960676044794e-05,32.142228950737916,0.031111719150922236,-0.03101623954416179,-2.3450411390513182e-07,1.6355370305301968e-05,2.3980996806326626e-05,7.014697422828052e-06,1.466246031650695,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42642.285737153215,40459.17798182315,42642.805299228734,951.6013431440083,1
0.1253,262.64,10271000.0,Liquid,51298,10694.336834454833,-102.52791033750111,-41.235579239400046,-4.959500226673585 m^-2 kg^-1 s^2 mol K,-2.127092985921851 m^-2 kg^-1 s^2 mol K,-21433.40237403212,-22656.697977340802,-11826.585445904775,-10603.289842596092,9.35074344000665e-05,162.06003081062505,133.43949293818855,-0.14864025722401727,-39.89729316708908,-39.748652909865065,-20952.202557975474,-23074.59268538783,10473.266130078851,9.54811982794971e-05,32.15457556575784,0.03109977296870071,-0.031004291770421213,2.281012712046504e-07,1.635598650283695e-05,2.3981453356768948e-05,7.014961705395791e-06,1.4662187054635536,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49578.37211781829,47817.06046592817,50000.77092795994,1022.1393459453385,1
0.1478,262.65,54754000.0,Liquid,51298,11391.529780168003,-107.48465554417427,-45.67150883441785,-5.493019925870103 m^-2 kg^-1 s^2 mol K,-2.355915641057247 m^-2 kg^-1 s^2 mol K,-22562.59762392399,-19939.83749665555,-7944.215701295702,-10566.975828564142,8.778452229839599e-05,159.17895342465002,135.86458681832508,-0.14868954889472713,-39.8954844639959,-39.74679491510117,-20951.65723075901,-23074.108229333022,10473.09155092727,9.548278988466033e-05,32.16692586091618,0.031087832400392083,-0.03099234961050742,-3.94211383536458e-08,1.6356602693855083e-05,2.3981909898519783e-05,7.0152259851685e-06,1.466191381388105,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,68308.80630557673,76704.29030403924,78888.0839106972,1261.0182707806841,1
0.1396,262.69,36378000.0,Liquid,51298,11139.758817071941,-105.63634314678573,-44.02618172179417,-5.295132559219203 m^-2 kg^-1 s^2 mol K,-2.2710432123109348 m^-2 kg^-1 s^2 mol K,-22171.406505469986,-21089.93236684017,-9524.694690342063,-10606.168828971877,8.976855032691342e-05,159.78923043706777,134.948168547488,-0.14888683388092808,-39.88825045414293,-39.739363620262,-20949.47583219652,-23072.170254533914,10472.39319804502,9.548915716673811e-05,32.216363858083106,0.031040126204345042,-0.030944637047178303,-2.610177034512162e-07,1.6359067392742435e-05,2.3983735978618263e-05,7.016283076301897e-06,1.4660821061999199,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,62673.47564909695,65371.91785544841,67556.04404061109,1173.1359646975586,1
0.1324,262.7,22051000.0,Liquid,51298,10911.470206377959,-104.00988991984454,-42.57617822226606,-5.120737223510763 m^-2 kg^-1 s^2 mol K,-2.1962463419795637 m^-2 kg^-1 s^2 mol K,-21799.713111893445,-21963.021538052402,-10778.259519063113,-10614.951092904153,9.164667831979977e-05,160.73844010536192,134.1623897032658,-0.14893618471143322,-39.886442152254844,-39.73750596754341,-20948.930460115695,-23071.685723167862,10472.218600750944,9.549074920268487e-05,32.22873256529552,0.031028213659162567,-0.03093272290995988,-5.4569682106375694e-09,1.635968355116379e-05,2.398419247691914e-05,7.016547342094089e-06,1.4660547926804468,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,56306.105882370284,55991.69923430833,58175.90856409719,1095.070445902587,1
0.1254,262.71,10274000.0,Liquid,51298,10693.291669846583,-102.48513511717356,-41.223648632351335,-4.958065304466747 m^-2 kg^-1 s^2 mol K,-2.1264775583944777 m^-2 kg^-1 s^2 mol K,-21430.14893237601,-22653.65212719338,-11823.787394988361,-10600.284200170992,9.351657383664604e-05,162.07642354788118,133.45297153419165,-0.14898554737877398,-39.88463393057495,-39.73564838319618,-20948.385079052343,-23071.20117672681,10472.043999825642,9.549234132483112e-05,32.24110495719209,0.031016306709330935,-0.030920814368006103,-4.594039637595415e-08,1.6360299703063273e-05,2.398464896653152e-05,7.0168116050890985e-06,1.4660274812716712,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49555.582161998034,47793.90527162332,49978.19774603836,1021.9086672466158,1
0.1199,262.73,350000.0,Liquid,51298,10478.314114330404,-101.00467382234754,-39.92062413251073,-4.801347479192548 m^-2 kg^-1 s^2 mol K,-2.0592624416137975 m^-2 kg^-1 s^2 mol K,-21053.330334961327,-23204.386778734413,-12716.041200399868,-10564.98475662678,9.543519969804828e-05,163.9083572966888,132.79258612218845,-0.1490843082304262,-39.88101772779579,-39.731933419565365,-20947.294289965215,-23070.23203860252,10471.694787077739,9.549552582777891e-05,32.26586079806763,0.030992509583376404,-0.030897014057548626,-2.1158484742045403e-08,1.6361531987293303e-05,2.398556191969275e-05,7.017340122686147e-06,1.4659728647855483,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42603.03136740817,40419.08335495881,42603.54211862622,951.1794910258924,1
0.1523,262.93,66884000.0,Liquid,51298,11535.470062906232,-108.4040409087537,-46.606602278777224,-5.605485816608219 m^-2 kg^-1 s^2 mol K,-2.404151430231704 m^-2 kg^-1 s^2 mol K,-22769.268102266724,-19157.273198381532,-6902.99926122264,-10514.99416510783,8.668914179887883e-05,159.06039226714157,136.49093918806622,-0.15007452406392263,-39.84487332413278,-39.69479880006885,-20936.38441657339,-23060.537332407006,10468.201858933184,9.552738984934994e-05,32.51423133867664,0.030755763209769332,-0.030660235819919984,1.603621058166027e-08,1.637385339313245e-05,2.3994689540816085e-05,7.0226246825690535e-06,1.4654271639490786,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70556.0811544316,83747.94889284926,85934.0705490403,1312.616304388174,1
0.1476,262.98,54746000.0,Liquid,51298,11387.441474407125,-107.28400205982643,-45.61539227422476,-5.4862706550187825 m^-2 kg^-1 s^2 mol K,-2.3530209286806416 m^-2 kg^-1 s^2 mol K,-22548.79049566262,-19927.751026134054,-7931.815165858429,-10552.854635386992,8.781603859369683e-05,159.2387897651281,135.92865445444485,-0.15032281965075972,-39.83584222391906,-39.6855194042683,-20933.65638319897,-23058.112708868026,10467.328398924452,9.553536125825123e-05,32.57655512002837,0.03069692287338236,-0.03060138751212411,-1.5991099644452333e-07,1.637693333603964e-05,2.3996970903623068e-05,7.023945647314591e-06,1.4652908704717331,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,68210.05653122943,76594.01997031599,78780.55734963794,1260.0983375051724,1
0.1521,263.02,66834000.0,Liquid,51298,11533.850401479098,-108.34526896296043,-46.587594618575274,-5.603199720551878 m^-2 kg^-1 s^2 mol K,-2.403170940532272 m^-2 kg^-1 s^2 mol K,-22764.776448329085,-19157.05070102771,-6903.581564450043,-10511.307311751418,8.670131527557876e-05,159.07641629925092,136.50625291731518,-0.15052166999183125,-39.828618782048295,-39.67809711205646,-20931.47379321148,-23056.17273656042,10466.629565103285,9.55417399440688e-05,32.62648084739147,0.03064994979622362,-0.030554408056279552,4.718312993645668e-07,1.637939717255832e-05,2.3998795837722335e-05,7.02500236858444e-06,1.465181873599682,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,70523.78870794667,83690.98187843598,85877.85183626265,1312.179358275125,1
0.1388,263.05,36372000.0,Liquid,51298,11134.925675506443,-105.41682600180495,-43.96468195600897,-5.287735837553642 m^-2 kg^-1 s^2 mol K,-2.2678708130661454 m^-2 kg^-1 s^2 mol K,-22155.708921627745,-21076.349392866727,-9511.439804338566,-10590.799333099585,8.980751458446692e-05,159.86021011604117,135.01769290533667,-0.15067093257430444,-39.82320203919458,-39.67253110662027,-20929.83675533415,-23054.71759762235,10466.105401307601,9.55465248682727e-05,32.663964084511754,0.030614777723018904,-0.030519231198150632,1.757289282977581e-07,1.6381244981191947e-05,2.400016444723221e-05,7.02579488004815e-06,1.4651001480527208,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,62556.6342431715,65248.025178024785,67435.14456973,1172.0441828565693,1
0.1319,263.07,22052000.0,Liquid,51298,10906.16342573037,-103.78372199627718,-42.51275016656881,-5.113108581876274 m^-2 kg^-1 s^2 mol K,-2.192974473974485 m^-2 kg^-1 s^2 mol K,-21782.95890038945,-21948.268645430515,-10764.439459111256,-10599.129714070195,9.169127226176985e-05,160.81798298395915,134.23355809604706,-0.1507705004282545,-39.819591276437535,-39.668820776009284,-20928.745351278674,-23053.747428881696,10465.755940463607,9.55497152512141e-05,32.68897146428603,0.03059135712154599,-0.03049580740629478,-4.604225978255272e-08,1.6382476820861363e-05,2.4001076810215465e-05,7.026323206976436e-06,1.4650456748794305,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,56182.09308015679,55863.96729953541,58051.25298049299,1093.8771294035578,1
0.1477,263.08,54743000.0,Liquid,51298,11386.19556582461,-107.22317898609654,-45.59836106058399,-5.484222270844971 m^-2 kg^-1 s^2 mol K,-2.3521423918504274 m^-2 kg^-1 s^2 mol K,-22544.597530101735,-19924.126925603177,-7928.110097784741,-10548.5807022833,8.782564766421857e-05,159.2569460277488,135.948039283303,-0.1508203021997952,-39.817786014769844,-39.66696571257005,-20928.19963560007,-23053.262321663915,10465.581204544813,9.555131057276945e-05,32.7014807229639,0.030579655045949398,-0.03048410373537663,1.0484654922038317e-07,1.6383092730867705e-05,2.4001532978701567e-05,7.026587366225267e-06,1.465018441449691,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,68180.00350015308,76560.2717895791,78747.64061516286,1259.817050048245,1
0.1255,263.12,10280000.0,Liquid,51298,10686.93735229925,-102.23313961370953,-41.15243954357445,-4.949500819659105 m^-2 kg^-1 s^2 mol K,-2.1228043141703132 m^-2 kg^-1 s^2 mol K,-21410.699059913673,-22636.47847820626,-11808.448585500953,-10582.669167208363,9.35721776066044e-05,162.1742140083482,133.53118142184772,-0.15101962828765156,-39.810565765916856,-39.659546137629206,-20926.016681804784,-23051.32174037701,10464.88222420315,9.555769272655577e-05,32.751554900704654,0.030532901507478807,-0.03043734381475225,2.0806328393518925e-07,1.6385556305351523e-05,2.4003357565954097e-05,7.027643975110299e-06,1.4649095287728864,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,49414.80479636189,47650.05595107703,49837.757355165515,1020.4806864974188,1
0.1194,263.14,343000.0,Liquid,51298,10470.983054253811,-100.7478829092459,-39.84549181918924,-4.7923111389295645 m^-2 kg^-1 s^2 mol K,-2.055386822072857 m^-2 kg^-1 s^2 mol K,-21032.06851108986,-23187.179012653894,-12702.236295352433,-10547.1257937884,9.550201684203399e-05,164.02386960354497,132.86866481576553,-0.15111936275534454,-39.80695612002797,-39.655836757272624,-20924.92515021339,-23050.35135822414,10464.532712019669,9.556088432418868e-05,32.77661428604974,0.030509557554442596,-0.030413996670118407,-5.4933479987084866e-08,1.638678805325702e-05,2.4004269807572137e-05,7.0281722626817195e-06,1.4648550850574449,0.058123,2.331586,3.708601e-10,222.8774,8.31446261815324,42446.228552103545,40258.85130597593,42446.71899931677,949.4897774602617,1
